web-scraper-order,web-scraper-start-url,big_figure_link,big_figure_link-href,figure_link,figure_link-href,name,description,image-src,retail_price,buy_price,auction_price
"1700782973-2390","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Demogoblin","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-demogoblin-baf-wave-1-price-guide.php","Spider Man MK III","https://www.actionfigure411.com/marvel/marvel-legends-demogoblin-spider-man-mk-iii-1340.php","Marvel Legends Spider Man MK III Demogoblin Build A Figure","Marvel Legends Spider Man MK III Demogoblin Build A Figure 
Marvel Legends Spider Man MK III as part of the Demogoblin Build-A-Figure series. Includes right leg to complete Demogoblin BAF.","/marvel/images/thumbs/spider-man-mk-iii-1340.jpg","C$27.40","C$41.23","C$38.38"
"1700782975-2391","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Demogoblin","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-demogoblin-baf-wave-1-price-guide.php","Shang Chi","https://www.actionfigure411.com/marvel/marvel-legends-demogoblin-shang-chi-1333.php","Marvel Legends Shang Chi Demogoblin Build A Figure","Marvel Legends Shang Chi Demogoblin Build A Figure 
Marvel Legends Velocity Suit Spider Man as part of the Demogoblin Build-A-Figure series. Includes torso to complete Demogoblin BAF. Shang-chi is a master of martial arts and a warrior for Justice.","/marvel/images/thumbs/shang-chi-1333.jpg","C$27.40","C$51.21","C$44.23"
"1700782977-2392","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Demogoblin","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-demogoblin-baf-wave-1-price-guide.php","Demogoblin (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-demogoblin-demogoblin-baf-1338.php","Marvel Legends Demogoblin (BAF) Demogoblin Build A Figure","Marvel Legends Demogoblin (BAF) Demogoblin Build A Figure 
Marvel Legends Demogoblin BAF.","/marvel/images/thumbs/demogoblin-baf-1338.jpg","Marvel","C$64.94","C$71.93"
"1700782982-2393","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cull Obsidian","https://www.actionfigure411.com/marvel/marvel-legends-avengers-infinity-war-cull-obsidian-baf-wave-2-price-guide.php","Wasp","https://www.actionfigure411.com/marvel/marvel-legends-cull-obsidian-wasp-1036.php","Marvel Legends Wasp Cull Obsidian Build A Figure","Marvel Legends Wasp Cull Obsidian Build A Figure 
Hope van Dyne gears up with signature stingers and high-tech wings as the buzzworthy hero, Wasp. Includes Head to complete Cull Obsidian Build A Figure. Target DPCI: 087-06-0556","/marvel/images/thumbs/wasp-1036.jpg","C$27.40","C$17.56","C$15.32"
"1700782984-2394","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cull Obsidian","https://www.actionfigure411.com/marvel/marvel-legends-avengers-infinity-war-cull-obsidian-baf-wave-2-price-guide.php","Thor (Infinity War)","https://www.actionfigure411.com/marvel/marvel-legends-cull-obsidian-thor-infinity-war-1033.php","Marvel Legends Thor (Infinity War) Cull Obsidian Build A Figure","Marvel Legends Thor (Infinity War) Cull Obsidian Build A Figure 
When the state of the universe is thrown into chaos, Thor sets out to protect Earth and beyond. Includes left arm to complete Cull Obsidian Build A Figure. Target DPCI: 087-06-0546","/marvel/images/thumbs/thor-infinity-war-1033.jpg","C$27.40","C$44.71","C$37.73"
"1700782986-2395","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cull Obsidian","https://www.actionfigure411.com/marvel/marvel-legends-avengers-infinity-war-cull-obsidian-baf-wave-2-price-guide.php","Malekith","https://www.actionfigure411.com/marvel/marvel-legends-cull-obsidian-malekith-1038.php","Marvel Legends Malekith Cull Obsidian Build A Figure","Marvel Legends Malekith Cull Obsidian Build A Figure 
The ruler of the Dark Elves of Svartalfheim, Malekith the Accursed uses dark magic to bring vengeful destruction to the universe. Includes Hammer to complete Cull Obsidian Build A Figure. Target DPCI: 087-06-0566","/marvel/images/thumbs/malekith-1038.jpg","C$27.40","C$22.97","C$21.23"
"1700782988-2396","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cull Obsidian","https://www.actionfigure411.com/marvel/marvel-legends-avengers-infinity-war-cull-obsidian-baf-wave-2-price-guide.php","Cull Obsidian (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-cull-obsidian-cull-obsidian-baf-1039.php","Marvel Legends Cull Obsidian (BAF) Cull Obsidian Build A Figure","Marvel Legends Cull Obsidian (BAF) Cull Obsidian Build A Figure 
Marvel Legends Cull Obsidian from the Avengers, Infinity War movie BAF action figure.","/marvel/images/thumbs/cull-obsidian-baf-1039.jpg","Marvel","C$49.66","C$45.26"
"1700782990-2397","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cull Obsidian","https://www.actionfigure411.com/marvel/marvel-legends-avengers-infinity-war-cull-obsidian-baf-wave-2-price-guide.php","Black Widow (Infinity War)","https://www.actionfigure411.com/marvel/marvel-legends-cull-obsidian-black-widow-infinity-war-1034.php","Marvel Legends Black Widow (Infinity War) Cull Obsidian Build A Figure","Marvel Legends Black Widow (Infinity War) Cull Obsidian Build A Figure 
An agent of espionage and expert in hand-to-hand combat, Black Widow is trained to take out any enemy of justice. Includes Torso to complete Cull Obsidian Build A Figure. Target DPCI: 087-06-0548","/marvel/images/thumbs/black-widow-infinity-war-1034.jpg","C$27.40","C$26.60","C$21.24"
"1700782993-2398","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cull Obsidian","https://www.actionfigure411.com/marvel/marvel-legends-avengers-infinity-war-cull-obsidian-baf-wave-2-price-guide.php","Black Knight","https://www.actionfigure411.com/marvel/marvel-legends-cull-obsidian-black-knight-1037.php","Marvel Legends Black Knight Cull Obsidian Build A Figure","Marvel Legends Black Knight Cull Obsidian Build A Figure 
An expert horseman and superior swordsman, Black Knight has a checkered history as a powerful combatant with no clear allegiances. Includes Right Leg to complete Cull Obsidian BAF. Target DPCI: 087-06-0540","/marvel/images/thumbs/black-knight-1037.jpg","C$27.40","C$67.57","C$57.58"
"1700782995-2399","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cull Obsidian","https://www.actionfigure411.com/marvel/marvel-legends-avengers-infinity-war-cull-obsidian-baf-wave-2-price-guide.php","Ant Man","https://www.actionfigure411.com/marvel/marvel-legends-cull-obsidian-ant-man-1035.php","Marvel Legends Ant Man Cull Obsidian Build A Figure","Marvel Legends Ant Man Cull Obsidian Build A Figure 
With a specialized suit engineered by Pym Technologies, Scott Lang suits up as Ant-Man and gets ready for any battle, big or small. Includes Left Leg to complete Cull Obsidian Build A Figure. Target DPCI: 087-06-0553","/marvel/images/thumbs/ant-man-1035.jpg","C$27.40","C$22.83","C$20.55"
"1700782999-2400","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Yelena Belova","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-yelena-belova-1351.php","Marvel Legends Yelena Belova Crimson Dynamo Build A Figure","Marvel Legends Yelena Belova Crimson Dynamo Build A Figure 
A product of the Red Room's ruthless training program, Yelena Belova is a fiery assassin. Includes torso to complete Crimson Dynamo Build-A-Figure.","/marvel/images/thumbs/yelena-belova-1351.jpg","C$27.40","C$36.36","C$34.25"
"1700783001-2401","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Winter Soldier","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-winter-soldier-1355.php","Marvel Legends Winter Soldier Crimson Dynamo Build A Figure","Marvel Legends Winter Soldier Crimson Dynamo Build A Figure 
Winter Soldier is a fierce combatant and an asset in battle, no matter which team he fights for. Includes head to complete Crimson Dynamo Build-A-Figure.","/marvel/images/thumbs/winter-soldier-1355.jpg","C$27.39","C$45.82","C$44.84"
"1700783004-2402","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Taskmaster","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-taskmaster-1352.php","Marvel Legends Taskmaster Crimson Dynamo Build A Figure","Marvel Legends Taskmaster Crimson Dynamo Build A Figure 
Taskmaster is armed with the ability to mimic an enemy's every move. Does not include a BAF part.","/marvel/images/thumbs/taskmaster-1352.jpg","C$27.39","C$36.75","C$31.85"
"1700783006-2403","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Spymaster","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-spymaster-1356.php","Marvel Legends Spymaster Crimson Dynamo Build A Figure","Marvel Legends Spymaster Crimson Dynamo Build A Figure 
An undercover operative skilled in sabotage, Spymaster possesses superb fighting capabilities. Includes right leg to complete Crimson Dynamo Build-A-Figure.","/marvel/images/thumbs/spymaster-1356.jpg","C$27.40","C$13.06","C$8.18"
"1700783008-2404","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Red Guardian","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-red-guardian-1354.php","Marvel Legends Red Guardian Crimson Dynamo Build A Figure","Marvel Legends Red Guardian Crimson Dynamo Build A Figure 
Alexei Shostakov is a super soldier and spy who has lived a lifetime of triumph during the Cold War. Includes left arm to complete Crimson Dynamo Build-A-Figure.","/marvel/images/thumbs/red-guardian-1354.jpg","C$27.39","C$23.83","C$19.40"
"1700783010-2405","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Crossbones","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-crossbones-1353.php","Marvel Legends Crossbones Crimson Dynamo Build A Figure","Marvel Legends Crossbones Crimson Dynamo Build A Figure 
Crossbones makes it his mission to take out Captain America, no matter the loss of life at stake. Includes right arm to complete Crimson Dynamo Build-A-Figure.","/marvel/images/thumbs/crossbones-1353.jpg","C$27.40","C$34.73","C$27.82"
"1700783012-2406","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Crimson Dynamo (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-crimson-dynamo-baf-1357.php","Marvel Legends Crimson Dynamo (BAF) Crimson Dynamo Build A Figure","Marvel Legends Crimson Dynamo (BAF) Crimson Dynamo Build A Figure 
Crimson Dynamo BAF released as part of the Black Widow Marvel Legends set.","/marvel/images/thumbs/crimson-dynamo-baf-1357.jpg","Marvel","C$87.76","C$73.75"
"1700783015-2407","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Crimson Dynamo","https://www.actionfigure411.com/marvel/marvel-legends-black-widow-crimson-dynamo-baf-wave-1-price-guide.php","Black Widow","https://www.actionfigure411.com/marvel/marvel-legends-crimson-dynamo-black-widow-1350.php","Marvel Legends Black Widow Crimson Dynamo Build A Figure","Marvel Legends Black Widow Crimson Dynamo Build A Figure 
Natasha Romanoff reunites with a group of spies from her past to stop a lethal force. Enter the world of Marvel's Black Widow movie with Legends Series figures! Includes left leg to complete Crimson Dynamo Build-A-Figure.","/marvel/images/thumbs/black-widow-1350.jpg","C$27.40","C$46.98","C$48.97"
"1700783019-2408","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cosmo","https://www.actionfigure411.com/marvel/marvel-legends-guardians-of-the-galaxy-volume-3-cosmo-baf-wave-1-price-guide.php","Star-Lord","https://www.actionfigure411.com/marvel/marvel-legends-cosmo-star-lord-5913.php","Marvel Legends Star-Lord Cosmo Build A Figure","Marvel Legends Star-Lord Cosmo Build A Figure 
Peter Quill must do whatever it takes to save a friend whose life is in danger. 


Does not include a Build-A-Figure part.","/marvel/images/thumbs/star-lord-5913.jpg","C$34.25","C$22.86","C$20.90"
"1700783021-2409","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cosmo","https://www.actionfigure411.com/marvel/marvel-legends-guardians-of-the-galaxy-volume-3-cosmo-baf-wave-1-price-guide.php","Rocket","https://www.actionfigure411.com/marvel/marvel-legends-cosmo-rocket-5917.php","Marvel Legends Rocket Cosmo Build A Figure","Marvel Legends Rocket Cosmo Build A Figure 
As Rocket takes on more leadership duties within the Guardians of the Galaxy, his past actions have consequences that come back to haunt him.



Includes torso BAF part to complete Cosmo Build-A-Figure.","/marvel/images/thumbs/rocket-5917.jpg","C$34.25","C$31.72","C$26.04"
"1700783023-2410","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cosmo","https://www.actionfigure411.com/marvel/marvel-legends-guardians-of-the-galaxy-volume-3-cosmo-baf-wave-1-price-guide.php","Nebula","https://www.actionfigure411.com/marvel/marvel-legends-cosmo-nebula-5916.php","Marvel Legends Nebula Cosmo Build A Figure","Marvel Legends Nebula Cosmo Build A Figure 
Since helping the Avengers defeat her adoptive father, Nebula has become a full-fledged member of the Guardians of the Galaxy who show her the true meaning of family.



Includes left rear leg BAF part to complete Cosmo Build-A-Figure.","/marvel/images/thumbs/nebula-5916.jpg","C$34.25","C$23.74","C$24.81"
"1700783025-2411","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cosmo","https://www.actionfigure411.com/marvel/marvel-legends-guardians-of-the-galaxy-volume-3-cosmo-baf-wave-1-price-guide.php","Mantis","https://www.actionfigure411.com/marvel/marvel-legends-cosmo-mantis-5915.php","Marvel Legends Mantis Cosmo Build A Figure","Marvel Legends Mantis Cosmo Build A Figure 
After fighting many battles with the Guardians of the Galaxy, the once quiet Mantis is ready to open up, embrace her powers, and settle into her new home on Knowhere.



Includes right rear leg BAF part to complete Cosmo Build-A-Figure.","/marvel/images/thumbs/mantis-5915.jpg","C$34.25","C$23.75","C$19.39"
"1700783028-2412","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cosmo","https://www.actionfigure411.com/marvel/marvel-legends-guardians-of-the-galaxy-volume-3-cosmo-baf-wave-1-price-guide.php","Kraglin","https://www.actionfigure411.com/marvel/marvel-legends-cosmo-kraglin-5919.php","Marvel Legends Kraglin Cosmo Build A Figure","Marvel Legends Kraglin Cosmo Build A Figure 
Former first mate of Yondu and Ravager who fought alongside the Avengers against Thanos, Kraglin sets off with the Guardians to protect the galaxy.



Includes left front leg BAF part to complete Cosmo Build-A-Figure.","/marvel/images/thumbs/kraglin-5919.jpg","C$34.25","C$29.47","C$24.41"
"1700783030-2413","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cosmo","https://www.actionfigure411.com/marvel/marvel-legends-guardians-of-the-galaxy-volume-3-cosmo-baf-wave-1-price-guide.php","Drax","https://www.actionfigure411.com/marvel/marvel-legends-cosmo-drax-5914.php","Marvel Legends Drax Cosmo Build A Figure","Marvel Legends Drax Cosmo Build A Figure 
Drax finally dons a shirt and becomes a more active member of the Guardians by helping set up their new headquarters--but he still has trouble thinking before he acts.



Includes right front leg BAF part to complete Cosmo Build-A-Figure.","/marvel/images/thumbs/drax-5914.jpg","C$34.25","C$23.51","C$22.38"
"1700783032-2414","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cosmo","https://www.actionfigure411.com/marvel/marvel-legends-guardians-of-the-galaxy-volume-3-cosmo-baf-wave-1-price-guide.php","Cosmo (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-cosmo-cosmo-baf-5920.php","Marvel Legends Cosmo (BAF) Cosmo Build A Figure","Marvel Legends Cosmo (BAF) Cosmo Build A Figure 
Guardians of the Galaxy Volume 3 Cosmo Build-A-Figure.","/marvel/images/thumbs/cosmo-baf-5920.jpg","Marvel","C$105.52","C$100.30"
"1700783034-2415","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Cosmo","https://www.actionfigure411.com/marvel/marvel-legends-guardians-of-the-galaxy-volume-3-cosmo-baf-wave-1-price-guide.php","Adam Warlock","https://www.actionfigure411.com/marvel/marvel-legends-cosmo-adam-warlock-5918.php","Marvel Legends Adam Warlock Cosmo Build A Figure","Marvel Legends Adam Warlock Cosmo Build A Figure 
With his cosmic powers and super-human strength, Adam Warlock is sent by the Sovereign to seek revenge on the Guardians of the Galaxy who have humiliated them.



Includes tail BAF part to complete Cosmo Build-A-Figure.","/marvel/images/thumbs/adam-warlock-5918.jpg","C$34.25","C$23.62","C$21.63"
"1700783038-2416","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","Thor (Herald of Galactus)","https://www.actionfigure411.com/marvel/marvel-legends-controller-thor-herald-of-galactus-4027.php","Marvel Legends Thor (Herald of Galactus) Controller Build A Figure","Marvel Legends Thor (Herald of Galactus) Controller Build A Figure 
Thor does the unthinkable when he becomes the newest Herald of Galactus, aligning with the Great Devourer to stop an even greater threat!



Includes head to complete Controller BAF","/marvel/images/thumbs/thor-herald-of-galactus-4027.jpg","C$34.25","C$20.24","C$18.49"
"1700783041-2417","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","Speedball","https://www.actionfigure411.com/marvel/marvel-legends-controller-speedball-4025.php","Marvel Legends Speedball Controller Build A Figure","Marvel Legends Speedball Controller Build A Figure 
When Robbie Baldwin is exposed to an extra-dimensional energy source, he becomes Speedball, able to project a kinetic energy field allowing him to bounce like a super-powered rubber ball! 


Includes torso to complete Controller BAF","/marvel/images/thumbs/speedball-4025.jpg","C$34.25","C$19.63","C$18.05"
"1700783043-2418","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","Quake","https://www.actionfigure411.com/marvel/marvel-legends-controller-quake-4029.php","Marvel Legends Quake Controller Build A Figure","Marvel Legends Quake Controller Build A Figure 
Able to project powerful seismic waves, Daisy Johnson aka Quake is the first of Nick Fury’s Secret Warriors, and one of his most trusted operatives.



Includes left arm to complete Controller BAF","/marvel/images/thumbs/quake-4029.jpg","C$34.25","C$28.02","C$23.70"
"1700783045-2419","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","Madame Hydra","https://www.actionfigure411.com/marvel/marvel-legends-controller-madame-hydra-4028.php","Marvel Legends Madame Hydra Controller Build A Figure","Marvel Legends Madame Hydra Controller Build A Figure 
The woman once known as Viper assumes command of Hydra, taking the title of Madame Hydra and turning the organization into her personal army.



Includes right leg to complete Controller BAF","/marvel/images/thumbs/madame-hydra-4028.jpg","C$34.25","C$23.51","C$19.81"
"1700783047-2420","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","Iron Man (Model 70)","https://www.actionfigure411.com/marvel/marvel-legends-controller-iron-man-model-70-4024.php","Marvel Legends Iron Man (Model 70) Controller Build A Figure","Marvel Legends Iron Man (Model 70) Controller Build A Figure 
Tony Stark resolves to get back to basics, donning a new stripped-down Iron Man armor inspired by his most classic designs. Does not include a BAF piece.","/marvel/images/thumbs/iron-man-model-70-4024.jpg","C$34.25","C$23.15","C$20.48"
"1700783049-2421","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","Controller (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-controller-controller-baf-4031.php","Marvel Legends Controller (BAF) Controller Build A Figure","Marvel Legends Controller (BAF) Controller Build A Figure 
Marvel's Controller BAF figure released in 2022.","/marvel/images/thumbs/controller-baf-4031.jpg","Marvel","C$33.21","C$43.15"
"1700783052-2422","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","Blue Marvel","https://www.actionfigure411.com/marvel/marvel-legends-controller-blue-marvel-4026.php","Marvel Legends Blue Marvel Controller Build A Figure","Marvel Legends Blue Marvel Controller Build A Figure 
Adam Brashear has overcome evils large and small as the Blue Marvel, a super-adventurer and genius scientist who tackles the universe’s most complex problems. 


Includes left leg to complete Controller BAF","/marvel/images/thumbs/blue-marvel-4026.jpg","C$34.25","C$22.60","C$20.60"
"1700783054-2423","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Controller","https://www.actionfigure411.com/marvel/marvel-legends-marvel-comics-controller-baf-wave-1-price-guide.php","U.S. Agent","https://www.actionfigure411.com/marvel/marvel-legends-controller-u-s-agent-4030.php","Marvel Legends U.S. Agent Controller Build A Figure","Marvel Legends U.S. Agent Controller Build A Figure 
Originally appointed by the US Government to replace Steve Rogers as Captain America, U.S. Agent John Walker must balance his moral compass against his duty to his country.



Includes right arm to complete Controller BAF","/marvel/images/thumbs/u-s-agent-4030.jpg","C$34.25","C$25.22","C$25.25"
"1700783058-2424","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Shadowcat","https://www.actionfigure411.com/marvel/marvel-legends-colossus-shadowcat-2819.php","Marvel Legends Shadowcat Colossus Build A Figure","Marvel Legends Shadowcat Colossus Build A Figure 
After being captured by Sabretooth, Katherine Pryde becomes the youngest member of the X-Men and trains to become the team's ghost assassin. Includes alternate hands, claws and torso to complete Colossus Build-A-Figure.","/marvel/images/thumbs/shadowcat-2819.jpg","C$31.51","C$24.33","C$22.96"
"1700783060-2425","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Sabretooth","https://www.actionfigure411.com/marvel/marvel-legends-colossus-sabretooth-2817.php","Marvel Legends Sabretooth Colossus Build A Figure","Marvel Legends Sabretooth Colossus Build A Figure 
Cyclops helps prisoners escape from Apocalypse's prison camps in an attempt to be a force for good in a harsh dystopian future. Includes alternate head, hands and head to complete Colossus Build-A-Figure.","/marvel/images/thumbs/sabretooth-2817.jpg","C$31.51","C$23.49","C$19.16"
"1700783062-2426","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Rogue","https://www.actionfigure411.com/marvel/marvel-legends-colossus-rogue-2815.php","Marvel Legends Rogue Colossus Build A Figure","Marvel Legends Rogue Colossus Build A Figure 
Rogue moves her way up the ranks of Magneto's X-Men, eventually leading a team of mutants to prevent the culling of humankind. Includes alternate hands and right arm to complete Colossus Build-A-Figure.","/marvel/images/thumbs/rogue-2815.jpg","C$31.51","C$15.93","C$14.68"
"1700783065-2427","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Magneto","https://www.actionfigure411.com/marvel/marvel-legends-colossus-magneto-2814.php","Marvel Legends Magneto Colossus Build A Figure","Marvel Legends Magneto Colossus Build A Figure 
Magneto casts off his anti-human sentiments and carries on Xavier's dream of peaceful coexistence, thereby founding the X-Men. Includes alternate head, hands and effects. Does not include a BAF part.","/marvel/images/thumbs/magneto-2814.jpg","C$31.51","C$19.56","C$18.20"
"1700783067-2428","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Legion","https://www.actionfigure411.com/marvel/marvel-legends-colossus-legion-2820.php","Marvel Legends Legion Colossus Build A Figure","Marvel Legends Legion Colossus Build A Figure 
The son of Charles Xavier, Legion got his incredible mind from his legendary father, but must balance unimaginable mutant powers with his mental illness. Includes alternate hands and right leg to complete Colossus Build-A-Figure.","/marvel/images/thumbs/legion-2820.jpg","C$31.51","C$23.99","C$21.97"
"1700783069-2429","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Iceman","https://www.actionfigure411.com/marvel/marvel-legends-colossus-iceman-2818.php","Marvel Legends Iceman Colossus Build A Figure","Marvel Legends Iceman Colossus Build A Figure 
Iceman joins with the X-Men to stop Apocalypse and prevent the catastrophic culling of humankind in a harsh dystopian future. Includes alternate hands and right arm to complete Colossus Build-A-Figure.","/marvel/images/thumbs/iceman-2818.jpg","C$31.51","C$28.30","C$26.19"
"1700783071-2430","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Cyclops","https://www.actionfigure411.com/marvel/marvel-legends-colossus-cyclops-2816.php","Marvel Legends Cyclops Colossus Build A Figure","Marvel Legends Cyclops Colossus Build A Figure 
Cyclops helps prisoners escape from Apocalypse's prison camps in an attempt to be a force for good in a harsh dystopian future. Includes left leg to complete Colossus Build-A-Figure.","/marvel/images/thumbs/cyclops-2816.jpg","C$31.51","C$16.79","C$14.39"
"1700783073-2431","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Colossus","https://www.actionfigure411.com/marvel/marvel-legends-xmen-age-of-apocalypse-colossus-baf-wave-1-price-guide.php","Colossus (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-colossus-colossus-baf-2821.php","Marvel Legends Colossus (BAF) Colossus Build A Figure","Marvel Legends Colossus (BAF) Colossus Build A Figure 
Colossus Build-A-Figure as part of the Xmen: Age of Apocalypse BAF series released in 2021.","/marvel/images/thumbs/colossus-baf-2821.jpg","Marvel","C$48.12","C$49.15"
"1700783078-2432","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ch'od","https://www.actionfigure411.com/marvel/marvel-legends-xmen-generation-x-chod-baf-wave-1-price-guide.php","Monet St. Croix","https://www.actionfigure411.com/marvel/marvel-legends-chod-monet-st-croix-5599.php","Marvel Legends Monet St. Croix Ch'od Build A Figure","Marvel Legends Monet St. Croix Ch'od Build A Figure 
Monet St. Croix studies to become the next generation of X-Men at the Massachusetts Academy while unraveling her mysterious connection to some of the team’s greatest enemies.



Includes left leg to complete Ch'od Build-A-Figure.","/marvel/images/thumbs/monet-st-croix-5599.jpg","C$34.25","null","null"
"1700783080-2433","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ch'od","https://www.actionfigure411.com/marvel/marvel-legends-xmen-generation-x-chod-baf-wave-1-price-guide.php","Kid Omega","https://www.actionfigure411.com/marvel/marvel-legends-chod-kid-omega-5601.php","Marvel Legends Kid Omega Ch'od Build A Figure","Marvel Legends Kid Omega Ch'od Build A Figure 
Omega-level telepath Quentin Quire, inspired by the attempt of Professor Xavier’s life, joins the mutant nation Krakoa’s new secret defense team, X-Force, as Kid Omega.



Includes torso to complete Ch'od Build-A-Figure.","/marvel/images/thumbs/kid-omega-5601.jpg","C$34.25","null","null"
