web-scraper-order,web-scraper-start-url,figure_link,figure_link-href,name,description,image-src,retail_price,buy_price,auction_price
"1700780423-1420","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Mandalorian (N-1 Starfighter)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/mandalorian-n-1-starfighter-7072.php","Star Wars The Vintage Collection Mandalorian (N-1 Starfighter)","Star Wars The Vintage Collection Mandalorian (N-1 Starfighter) 
Included with the N-1 Starfighter vehicle. Includes Dark Sabre, Beskar Spear, Rocket Pack, blaster and Grogu.","/star-wars/images/thumbs/mandalorian-n-1-starfighter-7072.jpg","14","C$94.34","C$82.56"
"1700780425-1421","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Scout Trooper & Grogu","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/scout-trooper-grogu-7435.php","Star Wars The Vintage Collection Scout Trooper & Grogu","Star Wars The Vintage Collection Scout Trooper & Grogu 
Star Wars The Vintage Collection Scout Trooper & Grogu VC 289 action figure. This is included with the Speeder Bike set.","/star-wars/images/thumbs/scout-trooper-grogu-7435.jpg","18","C$39.01","C$35.84"
"1700780428-1422","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Velken Tezeri","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/velken-tezeri-6817.php","Star Wars The Vintage Collection Velken Tezeri","Star Wars The Vintage Collection Velken Tezeri 
Protected by Skiff Guards, Jabba the Hutt's palace bustled with court members, henchmen, and dregs of the galaxy who attempted to curry favor with the grotesque crime lord.



Included as part of the Jabba's Court Denizens Multipack.","/star-wars/images/thumbs/velken-tezeri-6817.jpg","Star Wars","C$62.27","C$73.40"
"1700780430-1423","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Taym Dren-garen","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/taym-dren-garen-6816.php","Star Wars The Vintage Collection Taym Dren-garen","Star Wars The Vintage Collection Taym Dren-garen 
Protected by Skiff Guards, Jabba the Hutt's palace bustled with court members, henchmen, and dregs of the galaxy who attempted to curry favor with the grotesque crime lord.



Included as part of the Jabba's Court Denizens Multipack.","/star-wars/images/thumbs/taym-dren-garen-6816.jpg","7","C$62.80","C$65.75"
"1700780432-1424","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Tessek (Squidhead)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/tessek-squidhead-6815.php","Star Wars The Vintage Collection Tessek (Squidhead)","Star Wars The Vintage Collection Tessek (Squidhead) 
Protected by Skiff Guards, Jabba the Hutt's palace bustled with court members, henchmen, and dregs of the galaxy who attempted to curry favor with the grotesque crime lord.



Included as part of the Jabba's Court Denizens Multipack.","/star-wars/images/thumbs/tessek-squidhead-6815.jpg","5","C$57.47","C$65.82"
"1700780434-1425","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Boba Fett (Tusken)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/boba-fett-tusken-6431.php","Star Wars The Vintage Collection Boba Fett (Tusken)","Star Wars The Vintage Collection Boba Fett (Tusken) 
Robbed of his armor after a narrow escape from the Sarlacc pit, bounty hunter Boba Fett earns the respect of his Tusken captors and learns about their customs along the way.","/star-wars/images/thumbs/boba-fett-tusken-6431.jpg","34","C$24.15","C$21.40"
"1700780436-1426","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Moff Jerjerrod","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/moff-jerjerrod-6376.php","Star Wars The Vintage Collection Moff Jerjerrod","Star Wars The Vintage Collection Moff Jerjerrod 
A chilly technocrat, Tiaan Jerjerrod was responsible for overseeing construction of the second Death Star above the forest moon of Endor.","/star-wars/images/thumbs/moff-jerjerrod-6376.jpg","35","C$24.19","C$21.61"
"1700780438-1427","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Cad Bane","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/cad-bane-6245.php","Star Wars The Vintage Collection Cad Bane","Star Wars The Vintage Collection Cad Bane 
Renowned bounty hunter Cad Bane was known for his impressive arsenal of weapons and allies. His work with the Pyke Syndicate on Tatooine led him face-to-face with Boba Fett.","/star-wars/images/thumbs/cad-bane-6245.jpg","50","C$25.95","C$23.48"
"1700780441-1428","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","ARC Commander Blitz","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/arc-commander-blitz-5569.php","Star Wars The Vintage Collection ARC Commander Blitz","Star Wars The Vintage Collection ARC Commander Blitz 
Along with Havoc and Colt, ARC Commander Blitz was a member of Rancor Battalion who supervised cadet training on Kamino and helped identify potential new ARC troopers.","/star-wars/images/thumbs/arc-commander-blitz-5569.jpg","53","C$34.64","C$31.54"
"1700780445-1429","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Darth Vader (Death Star II)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/darth-vader-death-star-ii-5991.php","Star Wars The Vintage Collection Darth Vader (Death Star II)","Star Wars The Vintage Collection Darth Vader (Death Star II) 
Once a heroic Jedi Knight, Darth Vader was seduced by the Dark Side of the Force, became a Sith Lord, and led the Empire’s eradication of the Jedi Order. He remained in service of Darth Sidious for decades, seeking to crush the fledgling Rebel Alliance. But there was still good in him…","/star-wars/images/thumbs/darth-vader-death-star-ii-5991.jpg","38","C$32.78","C$29.73"
"1700780447-1430","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Tusken Warrior (Female)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/tusken-warrior-female-6175.php","Star Wars The Vintage Collection Tusken Warrior (Female)","Star Wars The Vintage Collection Tusken Warrior (Female) 
Part of a tribe of Tusken Raiders, Tusken Warriors wear abundant clothing to protect themselves from Tatooine’s twin suns. They fear little and make sudden raids on local settlers.","/star-wars/images/thumbs/tusken-warrior-female-6175.jpg","58","C$20.61","C$17.34"
"1700780449-1431","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Boba Fett (Comic Art Edition)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/boba-fett-comic-art-edition-5571.php","Star Wars The Vintage Collection Boba Fett (Comic Art Edition)","Star Wars The Vintage Collection Boba Fett (Comic Art Edition) 
With his customized Mandalorian armor, deadly weaponry, and silent demeanor, Boba Fett was one of the most feared hunters in the Star Wars galaxy","/star-wars/images/thumbs/boba-fett-comic-art-edition-5571.jpg","59","C$23.86","C$21.24"
"1700780451-1432","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Boba Fett (Vintage Comic Art)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/boba-fett-vintage-comic-art-5570.php","Star Wars The Vintage Collection Boba Fett (Vintage Comic Art)","Star Wars The Vintage Collection Boba Fett (Vintage Comic Art) 
With his customized Mandalorian armor, deadly weaponry, and silent demeanor, Boba Fett was one of the most feared hunters in the Star Wars galaxy.","/star-wars/images/thumbs/boba-fett-vintage-comic-art-5570.jpg","58","C$28.62","C$25.21"
"1700780454-1433","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Bib Fortuna (Tatooine)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/bib-fortuna-tatooine-7073.php","Star Wars The Vintage Collection Bib Fortuna (Tatooine)","Star Wars The Vintage Collection Bib Fortuna (Tatooine) 
Included with Boba Fett’s Throne Room. Bib Fortuna (Tatooine) includes his staff and is VC 276.","/star-wars/images/thumbs/bib-fortuna-tatooine-7073.jpg","Star Wars","null","C$110.61"
"1700780456-1434","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","ARC Commander Colt","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/arc-commander-colt-5514.php","Star Wars The Vintage Collection ARC Commander Colt","Star Wars The Vintage Collection ARC Commander Colt 
Colt served in Rancor Battalion with ARC Commander Havoc and helped manage cadet training on the world Kamino. Colt protected Tipoca City during an attack on Kamino by assassin Asajj Ventress, where he faced Grievous—and eventually Ventress herself.","/star-wars/images/thumbs/arc-commander-colt-5514.jpg","35","C$38.65","C$34.76"
"1700780458-1435","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Boba Fett (Kenner)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/boba-fett-kenner-5526.php","Star Wars The Vintage Collection Boba Fett (Kenner)","Star Wars The Vintage Collection Boba Fett (Kenner) 
With his customized Mandalorian armor, deadly weaponry, and silent demeanor, Boba Fett was one of the most feared hunters in the Star Wars galaxy.","/star-wars/images/thumbs/boba-fett-kenner-5526.jpg","23","C$48.62","C$42.71"
"1700780460-1436","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","ARC Commander Havoc","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/arc-commander-havoc-5309.php","Star Wars The Vintage Collection ARC Commander Havoc","Star Wars The Vintage Collection ARC Commander Havoc 
Clone trooper Havoc proved himself as a soldier and was rewarded with a promotion to ARC trooper. He served in Rancor Battalion with Commander Colt and oversaw clone cadets' training on the world Kamino.



Includes 5 accessories, including a removable helmet.","/star-wars/images/thumbs/arc-commander-havoc-5309.jpg","45","C$35.55","C$31.54"
"1700780462-1437","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Scout Trooper (ROTJ)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/scout-trooper-rotj-6256.php","Star Wars The Vintage Collection Scout Trooper (ROTJ)","Star Wars The Vintage Collection Scout Trooper (ROTJ) 
Scout troopers were lightly armored compared with other Stormtroopers, which allowed them to move more quickly and easily in a range of environments.



This figure is included with the Speeder Bike & Scout Trooper set.","/star-wars/images/thumbs/scout-trooper-rotj-6256.jpg","20","C$28.00","C$28.28"
"1700780465-1438","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Endor Rebel Commando (Scout Trooper Disguise)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/endor-rebel-commando-scout-trooper-disguise-5556.php","Star Wars The Vintage Collection Endor Rebel Commando (Scout Trooper Disguise)","Star Wars The Vintage Collection Endor Rebel Commando (Scout Trooper Disguise) 
Star Wars Vintage Collection Endor Rebel Commando (Scout Trooper Disguise) included with Endor Bunker playset.","/star-wars/images/thumbs/endor-rebel-commando-scout-trooper-disguise-5556.jpg","Star Wars","C$54.81","C$44.30"
"1700780467-1439","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Admiral Piett","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/admiral-piett-5987.php","Star Wars The Vintage Collection Admiral Piett","Star Wars The Vintage Collection Admiral Piett 
An ambitious Imperial officer, Piett rose through the Empire’s ranks and was granted a battlefield promotion to admiral – and given a grisly warning of the penalty for failure.","/star-wars/images/thumbs/admiral-piett-5987.jpg","52","C$27.59","C$23.89"
"1700780469-1440","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Clone Trooper (Phase II Armor)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/clone-trooper-phase-ii-armor-5986.php","Star Wars The Vintage Collection Clone Trooper (Phase II Armor)","Star Wars The Vintage Collection Clone Trooper (Phase II Armor) 
Phase II clone trooper armor was the standard issue clone trooper armor worn by clone troopers of the Grand Army of the Republic, consisting of white plastoid plates over a black body glove.","/star-wars/images/thumbs/clone-trooper-phase-ii-armor-5986.jpg","25","C$31.40","C$27.21"
"1700780471-1441","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Hunter","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/hunter-5985.php","Star Wars The Vintage Collection Hunter","Star Wars The Vintage Collection Hunter 
Hunter was the nickname of a clone commando sergeant who served as the commanding officer of Clone Force 99 in the Grand Army of the Republic during the Clone Wars, fought between the Galactic Republic and the Confederacy of Independent Systems. He was genetically altered to have heightened senses and commanded his comrades who had their own unique mutations, in what they called the Bad Batch.","/star-wars/images/thumbs/hunter-5985.jpg","46","C$25.52","C$21.77"
"1700780473-1442","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Cassian Andor (Aldhani Mission)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/cassian-andor-aldhani-mission-5989.php","Star Wars The Vintage Collection Cassian Andor (Aldhani Mission)","Star Wars The Vintage Collection Cassian Andor (Aldhani Mission) 
In an era filled with danger, deception, and intrigue, Cassian Andor embarks on a path that will turn him into the rebel hero who will challenge the evil Galactic Empire.","/star-wars/images/thumbs/cassian-andor-aldhani-mission-5989.jpg","57","C$18.31","C$15.43"
"1700780476-1443","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Klatooinian Raider","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/klatooinian-raider-4594.php","Star Wars The Vintage Collection Klatooinian Raider","Star Wars The Vintage Collection Klatooinian Raider 
A ruthless gang that preys on the defenseless krill farmers of Sorgan, the Klatooinian raiders steal the bountiful crops harvested from the water-logged growing pools.","/star-wars/images/thumbs/klatooinian-raider-4594.jpg","34","C$23.45","C$20.53"
"1700780478-1444","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Cal Kestis","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/cal-kestis-4595.php","Star Wars The Vintage Collection Cal Kestis","Star Wars The Vintage Collection Cal Kestis 
One of the last surviving members of the Jedi Order, Cal Kestis and his valiant droid companion BD-1 openly resist the growing power and domination of the evil Galactic Empire.","/star-wars/images/thumbs/cal-kestis-4595.jpg","57","C$25.19","C$22.27"
"1700780480-1445","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Luke Skywalker (Imperial Light Cruiser)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/luke-skywalker-imperial-light-cruiser-4593.php","Star Wars The Vintage Collection Luke Skywalker (Imperial Light Cruiser)","Star Wars The Vintage Collection Luke Skywalker (Imperial Light Cruiser) 
Luke Skywalker was a Tatooine farmboy who rose from humble beginnings to become one of the greatest Jedi the galaxy has ever known.","/star-wars/images/thumbs/luke-skywalker-imperial-light-cruiser-4593.jpg","16","C$28.77","C$26.44"
"1700780482-1446","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Artillery Stormtrooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/artillery-stormtrooper-5452.php","Star Wars The Vintage Collection Artillery Stormtrooper","Star Wars The Vintage Collection Artillery Stormtrooper 
Specialized soldiers in the Imperial forces, artillery stormtroopers carry specialized indirect fire weapons like mortars onto the battlefield.","/star-wars/images/thumbs/artillery-stormtrooper-5452.jpg","60","C$21.53","C$17.13"
"1700780485-1447","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Vel Sartha","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/vel-sartha-5269.php","Star Wars The Vintage Collection Vel Sartha","Star Wars The Vintage Collection Vel Sartha 
In an era filled with danger, deception, and intrigue, Cassian Andor embarks on a path that will turn him into the rebel hero who will challenge the evil Galactic Empire.","/star-wars/images/thumbs/vel-sartha-5269.jpg","51","C$19.83","C$18.31"
"1700780487-1448","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Cassian Andor","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/cassian-andor-5268.php","Star Wars The Vintage Collection Cassian Andor","Star Wars The Vintage Collection Cassian Andor 
In an era filled with danger, deception, and intrigue, Cassian Andor embarks on a path that will turn him into the rebel hero who will challenge the evil Galactic Empire.","/star-wars/images/thumbs/cassian-andor-5268.jpg","C$20.55","null","null"
"1700780489-1449","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","R2-SHW","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/r2-shw-4269.php","Star Wars The Vintage Collection R2-SHW","Star Wars The Vintage Collection R2-SHW 
Featuring premium detail and design across multiple points of articulation, as well as original Kenner branding, the collectible STAR WARS: THE VINTAGE COLLECTION 3.75-INCH R2-SHW (ANTOC MERRICK’S DROID) figure is inspired by the character in ROGUE ONE: A STAR WARS STORY.","/star-wars/images/thumbs/r2-shw-4269.jpg","43","C$26.47","C$25.33"
"1700780491-1450","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Purge Trooper (Phase II Armor)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/purge-trooper-phase-ii-armor-4331.php","Star Wars The Vintage Collection Purge Trooper (Phase II Armor)","Star Wars The Vintage Collection Purge Trooper (Phase II Armor) 
Star Wars Vintage Collection VC 259 Purge Trooper (Phase II Armor)","/star-wars/images/thumbs/purge-trooper-phase-ii-armor-4331.jpg","15","C$36.47","C$37.17"
"1700780493-1451","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Teeka","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/teeka-4332.php","Star Wars The Vintage Collection Teeka","Star Wars The Vintage Collection Teeka 
Star Wars Vintage Collection VC 258 Teeka action figure","/star-wars/images/thumbs/teeka-4332.jpg","21","C$22.41","C$19.87"
"1700780496-1452","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Ben Kenobi (Tibidon Station)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/ben-kenobi-tibidon-station-4330.php","Star Wars The Vintage Collection Ben Kenobi (Tibidon Station)","Star Wars The Vintage Collection Ben Kenobi (Tibidon Station) 
Star Wars Vintage Collection VC 257 Ben Kenobi (Tibidon Station) action figure.","/star-wars/images/thumbs/ben-kenobi-tibidon-station-4330.jpg","16","C$15.69","C$13.49"
"1700780498-1453","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","KX Security Droid","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/kx-security-droid-4274.php","Star Wars The Vintage Collection KX Security Droid","Star Wars The Vintage Collection KX Security Droid 
Part of the Star Wars Jedi Survivor three pack. Imperial Security Droids, also known as KX-series Security Droids, are commonly used in service to the Galactic Empire.","/star-wars/images/thumbs/kx-security-droid-4274.jpg","14","C$19.50","C$17.34"
"1700780500-1454","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Riot Scout Trooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/riot-scout-trooper-4276.php","Star Wars The Vintage Collection Riot Scout Trooper","Star Wars The Vintage Collection Riot Scout Trooper 
Part of the Star Wars Jedi Survivor three pack. Riot Scout Troopers are deployed wherever the Empire needs to put down insurrections","/star-wars/images/thumbs/riot-scout-trooper-4276.jpg","16","C$26.37","C$24.30"
"1700780502-1455","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Stormtrooper Commander","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/stormtrooper-commander-4183.php","Star Wars The Vintage Collection Stormtrooper Commander","Star Wars The Vintage Collection Stormtrooper Commander 
Star Wars: The Force Unleashed follows Darth Vader's secret apprentice, trained to hunt down Jedi, while Stormtrooper Commanders lead Imperial troops into battle. This awesome figure includes two blasters, and features armor deco based on the 2008 video game!","/star-wars/images/thumbs/stormtrooper-commander-4183.jpg","41","C$20.55","C$16.71"
"1700780504-1456","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Heavy Assault Stormtrooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/heavy-assault-stormtrooper-4184.php","Star Wars The Vintage Collection Heavy Assault Stormtrooper","Star Wars The Vintage Collection Heavy Assault Stormtrooper 
Fans and collectors can imagine scenes from the Star Wars Galaxy with this premium Heavy Assault Stormtrooper toy, inspired by the Star Wars Jedi: Fallen Order video game! Plastic Imperial Stormtrooper figure for ages 4 and up includes unique pauldron, awesome blaster, and blast effects.","/star-wars/images/thumbs/heavy-assault-stormtrooper-4184.jpg","45","C$23.86","C$20.76"
"1700780507-1457","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Boba Fett (Morak)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/boba-fett-morak-3860.php","Star Wars The Vintage Collection Boba Fett (Morak)","Star Wars The Vintage Collection Boba Fett (Morak) 
With his customized Mandalorian armor, deadly weaponry, and silent demeanor, Boba Fett was one of the most feared bounty hunters in the galaxy. Over the course of his career, he became a legend.","/star-wars/images/thumbs/boba-fett-morak-3860.jpg","59","C$32.46","C$29.62"
"1700780509-1458","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Din Djarin (Morak)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/din-djarin-morak-3947.php","Star Wars The Vintage Collection Din Djarin (Morak)","Star Wars The Vintage Collection Din Djarin (Morak) 
The Mandalorian, known to a few as Din Djarin, is a battle-worn bounty hunter, making his way through a dangerous galaxy in an uncertain age.","/star-wars/images/thumbs/din-djarin-morak-3947.jpg","60","C$26.82","C$44.82"
"1700780511-1459","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","ARC Trooper Jesse","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/arc-trooper-jesse-4119.php","Star Wars The Vintage Collection ARC Trooper Jesse","Star Wars The Vintage Collection ARC Trooper Jesse 
Jesse is a hard-fighting patriot who proudly wears the cog-shaped symbol of the Galactic Republic on his helmet, and has a large tattoo that covers his face","/star-wars/images/thumbs/arc-trooper-jesse-4119.jpg","58","C$24.53","C$19.75"
"1700780513-1460","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Figrin D’an","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/figrin-dan-4122.php","Star Wars The Vintage Collection Figrin D’an","Star Wars The Vintage Collection Figrin D’an 
The rocking frontman for the all-Bith band “The Modal Nodes.” His deft playing of the Kloo Horn for the band earned him the nickname “Fiery” Figrin","/star-wars/images/thumbs/figrin-dan-4122.jpg","59","C$18.72","C$15.61"
"1700780515-1461","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","332nd Ahsoka’s Clone Trooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/332nd-ahsokas-clone-trooper-4180.php","Star Wars The Vintage Collection 332nd Ahsoka’s Clone Trooper","Star Wars The Vintage Collection 332nd Ahsoka’s Clone Trooper 
Republic clone troopers represented the future of galactic warfare. They formed the backbone of the Republic's new military.","/star-wars/images/thumbs/332nd-ahsokas-clone-trooper-4180.jpg","58","C$25.10","C$22.40"
"1700780517-1462","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Mandalorian Death Watch Airborne Trooper","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/mandalorian-death-watch-airborne-trooper-4121.php","Star Wars The Vintage Collection Mandalorian Death Watch Airborne Trooper","Star Wars The Vintage Collection Mandalorian Death Watch Airborne Trooper 
Warrior clans of Mandalore were believed to have been wiped out ages ago. But as the Clone Wars swept the galaxy, the Mandalorians were resurrected with their legendary armor that was feared across the galaxy.","/star-wars/images/thumbs/mandalorian-death-watch-airborne-trooper-4121.jpg","59","C$21.67","C$17.00"
"1700780520-1463","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Mandalorian Super Commando Captain","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/mandalorian-super-commando-captain-4120.php","Star Wars The Vintage Collection Mandalorian Super Commando Captain","Star Wars The Vintage Collection Mandalorian Super Commando Captain 
Maul's Mandalorians modify their armor to reflect allegiance to the Dark Lord. These super commandos wear red and black, and some even fashion horns atop their helmets, to better resemble their Nightbrother leader.","/star-wars/images/thumbs/mandalorian-super-commando-captain-4120.jpg","60","C$22.79","C$18.28"
"1700780522-1464","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Obi-Wan Kenobi (Wandering Jedi)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/obi-wan-kenobi-wandering-jedi-4272.php","Star Wars The Vintage Collection Obi-Wan Kenobi (Wandering Jedi)","Star Wars The Vintage Collection Obi-Wan Kenobi (Wandering Jedi) 
OBI-WAN KENOBI is set years after the dramatic events of STAR WARS: REVENGE OF THE SITH where Kenobi faced the corruption of his friend and Jedi apprentice, Anakin Skywalker turned Sith Lord Darth Vader.","/star-wars/images/thumbs/obi-wan-kenobi-wandering-jedi-4272.jpg","58","C$12.76","C$11.09"
"1700780524-1465","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Anakin Skywalker (Padawan)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/anakin-skywalker-padawan-4182.php","Star Wars The Vintage Collection Anakin Skywalker (Padawan)","Star Wars The Vintage Collection Anakin Skywalker (Padawan) 
Anakin Skywalker had the potential to become one of the most powerful Jedi ever, and was believed by some to be the prophesied Chosen One who would bring balance to the Force.","/star-wars/images/thumbs/anakin-skywalker-padawan-4182.jpg","59","C$20.22","C$16.28"
"1700780526-1466","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Mandalorian Super Commando","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/mandalorian-super-commando-4181.php","Star Wars The Vintage Collection Mandalorian Super Commando","Star Wars The Vintage Collection Mandalorian Super Commando 
A coup topples the pacifist regime of the New Mandalorians led by Maul. His loyal Mandalorians modify their armor to reflect their allegiance. They wear red and black armor, and some even fashion horns atop their helmets.","/star-wars/images/thumbs/mandalorian-super-commando-4181.jpg","56","C$24.30","C$21.71"
"1700780528-1467","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Reva (Third Sister)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/reva-third-sister-4262.php","Star Wars The Vintage Collection Reva (Third Sister)","Star Wars The Vintage Collection Reva (Third Sister) 
REVA (THIRD SISTER): Obi-Wan Kenobi is set years after the dramatic events of Star Wars: Revenge of the Sith where Kenobi faced the corruption of his friend and Jedi apprentice, Anakin Skywalker turned Sith Lord Darth Vader","/star-wars/images/thumbs/reva-third-sister-4262.jpg","59","C$15.19","C$14.65"
"1700780530-1468","https://www.actionfigure411.com/star-wars/vintage-collection-price-guide.php","Darth Vader (The Dark Times)","https://www.actionfigure411.com/star-wars/the-vintage-collection/the-vintage-collection-action-figures/darth-vader-the-dark-times-4333.php","Star Wars The Vintage Collection Darth Vader (The Dark Times)","Star Wars The Vintage Collection Darth Vader (The Dark Times) 
Darth Vader (The Dark Times) VC 241 action figure is inspired by the character in Star Wars: Obi-Wan Kenobi.","/star-wars/images/thumbs/darth-vader-the-dark-times-4333.jpg","59","C$18.35","C$15.05"
