web-scraper-order,web-scraper-start-url,figure_link,figure_link-href,name,description,image-src,price
"1700702284-1579","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Hoist MP-58","https://www.actionfigure411.com/transformers/masterpiece/takara/hoist-mp-58-6844.php","Transformers Masterpiece Hoist MP-58","Transformers Masterpiece Hoist MP-58 
This Transformers Masterpiece Hoist premium adult collectible is an authentic Takara Tomy product as sold in Japan. Transformers Hoist action figure converts between robot mode and licensed Toyota Hilux 4WD tow truck mode.



Comes with grille, grapple arm, hammer, wrench, robot mask, alt face plate, alt hand, and blast effect accessories.



The vehicle mode is based on same Toyota Hilux of MP-56 Trailbreaker, and has a tow truck specification with a newly built loading platform.","/transformers/images/thumbs/hoist-mp-58-6844.jpg","null"
"1700702286-1580","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Skyfire MP-57","https://www.actionfigure411.com/transformers/masterpiece/takara/skyfire-mp-57-4293.php","Transformers Masterpiece Skyfire MP-57","Transformers Masterpiece Skyfire MP-57 
Bring home Starscream's ex-best pal, the ex-Decepticon Autobot of Science, Skyfire! MP-57 Skyfire is a thorough reproduction of the Skyfire that was active in the anime The Transformers. In addition to the vehicle mode (Jet aircraft) and robot mode, the intermediate mode that changes from the vehicle mode to the robot mode is also reproduced. Since the series scale of the masterpiece is reproduced, the height of the robot is the highest scale in the series



Comes with Optimus Prime, Autobot Meister (Autobot Jazz), and Wheeljack mini figures. Also includes 2 faceplates (surprise and laugh), 2 chest panels, 2 blast effects, and blaster and mask accessories","/transformers/images/thumbs/skyfire-mp-57-4293.jpg","C$366.02"
"1700702288-1581","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Riggorus MP-56+","https://www.actionfigure411.com/transformers/masterpiece/takara/riggorus-mp-56-6992.php","Transformers Masterpiece Riggorus MP-56+","Transformers Masterpiece Riggorus MP-56+ 
Transformers Riggorus action figure converts between robot mode and Toyota Hilux 4WD mode.



Includes 2 shoulder cannons, 2 dual-barreled blasters, and force barrier effect piece accessories.","/transformers/images/thumbs/riggorus-mp-56-6992.jpg","null"
"1700702290-1582","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Trailbreaker MP-56","https://www.actionfigure411.com/transformers/masterpiece/takara/trailbreaker-mp-56-4294.php","Transformers Masterpiece Trailbreaker MP-56","Transformers Masterpiece Trailbreaker MP-56 
MP-56 Trailbreaker transforms from the vehicle mode of Toyota Hilux 4WD to the robot mode is the first masterpiece series to obtain a regular license from Toyota Motor Corporation, and in robot mode, it reproduces thorough animation compliance settings and realizes the best proportions. In addition, each part in the robot mode is fully poseable, so you can reproduce the active poses in the play.","/transformers/images/thumbs/trailbreaker-mp-56-4294.jpg","C$187.94"
"1700702292-1583","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Nightbird Shadow MP-55","https://www.actionfigure411.com/transformers/masterpiece/takara/nightbird-shadow-mp-55-4295.php","Transformers Masterpiece Nightbird Shadow MP-55","Transformers Masterpiece Nightbird Shadow MP-55 
The female Ninja Robot Nightbird who played an active part in the original Transformers animated series episode 17 is now available as the Masterpiece Nightbird Shadow! Nightbird Shadow transforms from a car to a ninja type robot. Since it is a fully articulated figure, you can freely take the poses that were active in the animation.","/transformers/images/thumbs/nightbird-shadow-mp-55-4295.jpg","C$123.31"
"1700702295-1584","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Reboost MP-54","https://www.actionfigure411.com/transformers/masterpiece/takara/reboost-mp-54-2731.php","Transformers Masterpiece Reboost MP-54","Transformers Masterpiece Reboost MP-54 
Reboost can transform from robot mode to hatchback car and features several accessories including a hologram avatar driver figure.



Includes: Reboost figure, Holomatter avatar figure, laser blaster, double-barreled laser blaster, rocket pod, and motor scooter accessories, plus character card, and original Japanese-language instructions","/transformers/images/thumbs/reboost-mp-54-2731.jpg","C$97.50"
"1700702297-1585","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Senator Crosscut MP-53+","https://www.actionfigure411.com/transformers/masterpiece/takara/senator-crosscut-mp-53-4435.php","Transformers Masterpiece Senator Crosscut MP-53+","Transformers Masterpiece Senator Crosscut MP-53+ 
The newest addition to the Transformers Masterpiece line is MP-53+ Senator Crosscut!



Crosscut features premium detail and articulation. He can convert from robot to a Honda City R and feature a honda scooter drone that i stored in the hatch space.","/transformers/images/thumbs/senator-crosscut-mp-53-4435.jpg","C$123.60"
"1700702299-1586","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Skids MP-53","https://www.actionfigure411.com/transformers/masterpiece/takara/skids-mp-53-2730.php","Transformers Masterpiece Skids MP-53","Transformers Masterpiece Skids MP-53 
Skids can transform from robot mode to hatchback car and features several accessories including two different kinds of weapons. While in vehicle mode the weapons can be stored in the car's hatchback.



Includes: Autobot Skids figure, Liquid Nitrogen Rifle and Twin Electron Blaster weapon accessories, character card, and original Japanese-language instructions","/transformers/images/thumbs/skids-mp-53-2730.jpg","C$121.48"
"1700702301-1587","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Dia Burnout (Diaclone) MP-53+B","https://www.actionfigure411.com/transformers/masterpiece/takara/dia-burnout-diaclone-mp-53b-6843.php","Transformers Masterpiece Dia Burnout (Diaclone) MP-53+B","Transformers Masterpiece Dia Burnout (Diaclone) MP-53+B 
Reproduce the black color of the Honda City Turbo with a license from Honda Motor Co., Ltd. Complete transformation from the Honda City Turbo to robot mode! The head part of the robot mode is newly manufactured, making it fully poseable. Four types of weapons are included: ""Turbo Cannon"", ""Concussion Leveler"", ""Pulse Rifle"" and ""Double Laser Caster"". Attache Drone (Motocompo) and Ghost Pilot (figure) are also included. Ghost pilot (figure) can board vehicle mode and attaché drone (motocompo). Attache drone (motocompo) or weapons can be stored in the hatchback when in vehicle mode.","/transformers/images/thumbs/dia-burnout-diaclone-mp-53b-6843.jpg","null"
"1700702303-1588","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Thundercracker MP-52+","https://www.actionfigure411.com/transformers/masterpiece/takara/thundercracker-mp-52-4433.php","Transformers Masterpiece Thundercracker MP-52+","Transformers Masterpiece Thundercracker MP-52+ 
Thundercracker is back in the Transformers Masterpiece series as Ver.2.0! Thundercracker, who was active in the original TV animated series The Transformers, has been made into a Masterpiece by bringing it closer to the animated version. The F-15 Eagle aircraft is licensed by Boeing.



In robot mode, the vertical stabilizer and the horizontal stabilizer are stored in the main body to realize the proportions from the animated series.","/transformers/images/thumbs/thundercracker-mp-52-4433.jpg","C$258.84"
"1700702306-1589","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Starscream MP-52 (Version 2)","https://www.actionfigure411.com/transformers/masterpiece/takara/starscream-mp-52-version-2-2729.php","Transformers Masterpiece Starscream MP-52 (Version 2)","Transformers Masterpiece Starscream MP-52 (Version 2) 
Starscream is back in the Transformers Masterpiece series as Ver.2.0! Starscream, who was active in the original TV animated series The Transformers, has been made into a Masterpiece. The Transformers Masterpiece MP-52 Starscream 2.0 action figure has been made closer to the animated version. The F-15 Eagle aircraft is licensed by Boeing.



In robot mode, the vertical stabilizer and the horizontal stabilizer are stored in the main body to realize the proportions from the animated series.","/transformers/images/thumbs/starscream-mp-52-version-2-2729.jpg","C$362.73"
"1700702308-1590","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Skywarp MP-52+SW","https://www.actionfigure411.com/transformers/masterpiece/takara/skywarp-mp-52sw-4434.php","Transformers Masterpiece Skywarp MP-52+SW","Transformers Masterpiece Skywarp MP-52+SW 
Skywarp, who was active in the original Transformers animated series, has been made into a Masterpiece figure by bringing it closer to the animation setting.



The F-15 Eagle aircraft mode is licensed by Boeing. In Robot mode, the vertical stabilizer and the horizontal stabilizer are stored in the main body to realize the anime proportions. This fully-poseable Skywarp enables several poses. Includes Megatron Gun just like in the animated series.","/transformers/images/thumbs/skywarp-mp-52sw-4434.jpg","C$147.99"
"1700702310-1591","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Arcee MP-51","https://www.actionfigure411.com/transformers/masterpiece/takara/arcee-mp-51-2728.php","Transformers Masterpiece Arcee MP-51","Transformers Masterpiece Arcee MP-51 
The Transformers Masterpiece MP-15 Arcee action figure thoroughly brings out the styling of Arcee that appeared in ""Transformers: Animated."" In robot mode, the backpack is made as compact as possible to reproduce the attractive styling of Arcee in the animation. Arcee in vehicle mode shows off a futuristic car type vehicle with a beautiful curved line.","/transformers/images/thumbs/arcee-mp-51-2728.jpg","C$227.54"
"1700702312-1592","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Tigatron MP-50 (Beast Wars)","https://www.actionfigure411.com/transformers/masterpiece/takara/tigatron-mp-50-beast-wars-2727.php","Transformers Masterpiece Tigatron MP-50 (Beast Wars)","Transformers Masterpiece Tigatron MP-50 (Beast Wars) 
From the Beast Wars animated series, Tigatron joins the Hasbro/Takara Tomy Transformers Masterpiece line as MP-50. Standing in the classic Masterpiece scale and faithfully reproduced, Tigatron is fully poseable allowing you to recreate your favorite scenes from the series. Tigatron transforms from robot to white tiger and includes several accessories.



Tigatron enables the animation poses, and Tiger Shot can be kept inside the body when the figure is in beast mode. Tiger Shot, Tiger Canon, Hacking Device, Megatron's head type cube, and 4 kinds of replacement faces are included.","/transformers/images/thumbs/tigatron-mp-50-beast-wars-2727.jpg","C$508.07"
"1700702315-1593","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Black Convoy MP-49 (Nemesis Prime)","https://www.actionfigure411.com/transformers/masterpiece/takara/black-convoy-mp-49-nemesis-prime-2726.php","Transformers Masterpiece Black Convoy MP-49 (Nemesis Prime)","Transformers Masterpiece Black Convoy MP-49 (Nemesis Prime) 
Here to battle against Optimus Prime is the Transformers Masterpiece MP-49 Black Convoy, also known as Nemesis Prime. Fitting perfectly into the Transformers Masterpiece lineup, Black Convoy is a highly detailed and poseable figure and can transform from robot to truck. Black Convoy includes several pieces of weaponry as well as a Matrix that can be removed from his chest.","/transformers/images/thumbs/black-convoy-mp-49-nemesis-prime-2726.jpg","C$471.75"
"1700702317-1594","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Dark Amber Leo Prime MP-48+","https://www.actionfigure411.com/transformers/masterpiece/takara/dark-amber-leo-prime-mp-48-4431.php","Transformers Masterpiece Dark Amber Leo Prime MP-48+","Transformers Masterpiece Dark Amber Leo Prime MP-48+ 
A new warrior ""Dark Amber Leoprime"" featuring MP-48 Lio Convoy has appeared in Masterpiece. Residual Angolmois energy derived from Unicron is concentrated and compressed in the Earth's crust to become jet-black dark energy, and the fateful prime. Dark Amber Leoprime was born by fusing with the sparkless body of the legendary green lion Leo Prime. Transforms from a jet-black lion into a robot. Although it is a popular classic villain color, its heroic modeling is ideal as a collection item.



Includes: Dark Amber Leoprime Body (1), Missile (4), Beam Launch Tube (2), Weapon Folder (1), Character Card (1), Instruction Sheet (1)","/transformers/images/thumbs/dark-amber-leo-prime-mp-48-4431.jpg","C$137.03"
"1700702319-1595","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Lio Convoy MP-48 (Beast Wars)","https://www.actionfigure411.com/transformers/masterpiece/takara/lio-convoy-mp-48-beast-wars-2725.php","Transformers Masterpiece Lio Convoy MP-48 (Beast Wars)","Transformers Masterpiece Lio Convoy MP-48 (Beast Wars) 
The Transformers Masterpiece MP-48 Lio Convoy figure was imported directly from Japan in its original packaging with Japanese-language instructions, featuring authentic Takara Tomy design and deco. Perfect for collectors seeking the ultimate Transformers experience, this figure showcases Lio Convoy with premium deco and detail inspired by the Beast Wars II animated series. 
MP-48 Lio Convoy includes Cybertron Buster, 2 Lio Beams, 4 Lio Missiles with holder, character card and instructions. The fully-jointed figure features highly complex conversion from robot to lion mode in 51 steps.



INCLUDES: Cybertron Buster, 2 Lio Beams, 4 Lio Missiles with holder, character card and instructions","/transformers/images/thumbs/lio-convoy-mp-48-beast-wars-2725.jpg","null"
"1700702321-1596","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Hound MP-47","https://www.actionfigure411.com/transformers/masterpiece/takara/hound-mp-47-2724.php","Transformers Masterpiece Hound MP-47","Transformers Masterpiece Hound MP-47 
Based on the original cartoon series, the Autoboot warrior Hound joins the Transformers Masterpiece figure line. Hound is a fully poseable figure and transforms into an armored Jeep that features realistically reproduced details under the supervision of Fiat Chrysler Automobile. Hound’s hood can be opened, cab can be removed, and can be driven by the included Spike figure or the hologram driver.



The front window can be moved and the bonnet can be opened & closed! The attached Spike figure and Hologram figure are the first new design to match the scale of the vehicle. The Convertible Top Parts can be attached as a shield or backpack in robot mode, and are completely deformed in a style same as the anime. Moreover, it can be deformed even if the Laser Scope, the Spare Tire and the Jerrycan (fuel can) on the back of vehicle are attached on the body","/transformers/images/thumbs/hound-mp-47-2724.jpg","C$252.79"
"1700702323-1597","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Blackwidow (Beast Wars) MP-46","https://www.actionfigure411.com/transformers/masterpiece/takara/blackwidow-beast-wars-mp-46-2721.php","Transformers Masterpiece Blackwidow (Beast Wars) MP-46","Transformers Masterpiece Blackwidow (Beast Wars) MP-46 
From the animated series Beast Wars, Blackwidow joins the Transformers Masterpiece line. Blackwidow is highly poseable including articulated spider legs and includes 2 face plates options of smiling and screaming. Blackwidow transforms from robot to a large spider and can be perched upon the included spider effect.","/transformers/images/thumbs/blackwidow-beast-wars-mp-46-2721.jpg","C$128.51"
"1700702325-1598","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Bumblebee MP-45 (Version 2)","https://www.actionfigure411.com/transformers/masterpiece/takara/bumblebee-mp-45-version-2-2723.php","Transformers Masterpiece Bumblebee MP-45 (Version 2)","Transformers Masterpiece Bumblebee MP-45 (Version 2) 
Joining the Transformers Masterpiece line is everybody’s favorite Autobot, Bumblebee. Transforming from robot to his classic VW vehicle mode Bumblebee features translucent windows and opening doors while in vehicle mode. Bumblebee comes with several accessories including alternate face plates and an in-scale Spike Witwicky figure.



This second generation Transformers Masterpiece MP-45 Bumblebee will be an improved and remastered version of Transformers Masterpiece MP-21 Bumblebee and improves on his already impressive G1 styling!","/transformers/images/thumbs/bumblebee-mp-45-version-2-2723.jpg","C$264.32"
"1700702328-1599","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Optimus Prime MP-44S","https://www.actionfigure411.com/transformers/masterpiece/takara/optimus-prime-mp-44s-6991.php","Transformers Masterpiece Optimus Prime MP-44S","Transformers Masterpiece Optimus Prime MP-44S 
This figure features design, deco, and details inspired by the classic 1980s design of the Optimus Prime character. Comes with a G1 toy-inspired sticker sheet for attaching stickers to the figure



Transformers Optimus Prime action figure converts between robot mode and semi truck mode



Includes Ion blaster, Energon Axe, Matrix of Leadership, alternate head, blast effect, and adapter piece accessories","/transformers/images/thumbs/optimus-prime-mp-44s-6991.jpg","null"
"1700702330-1600","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Optimus Prime Convoy MP-44 (Verision 3)","https://www.actionfigure411.com/transformers/masterpiece/takara/optimus-prime-convoy-mp-44-verision-3-2722.php","Transformers Masterpiece Optimus Prime Convoy MP-44 (Verision 3)","Transformers Masterpiece Optimus Prime Convoy MP-44 (Verision 3) 
Returning to the Masterpiece series, Optimus Prime leads the Autobots in their war against the Decepticons once again. This version of Optimus stays true to his 1980's coloring and shading from the acclaimed animated series. No matter the era, Optimus is ready for battle! Get some nostalgia with the Transformers Masterpiece MP-44 Convoy/Optimus Prime.



Making a third appearance into the Transformers Masterpiece line is the brave leader of the Autobots, Optimus Prime. This version of Optimus will feature a more cartoon accurate styling. Set includes: Optimus' Trailer, Rifle, Energy axe, Jet pack, Rover (Rollar), 2 Energy spikes, 3 Heads, Matrix of Leadership, Starscream's shoulder pieces, Battle damaged piece, and an Energon pump with hose and nozzle.","/transformers/images/thumbs/optimus-prime-convoy-mp-44-verision-3-2722.jpg","C$1057.49"
"1700702332-1601","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Megatron (Beast Wars) MP-43","https://www.actionfigure411.com/transformers/masterpiece/takara/megatron-beast-wars-mp-43-1108.php","Transformers Masterpiece Megatron (Beast Wars) MP-43","Transformers Masterpiece Megatron (Beast Wars) MP-43 
The mighty Megatron MP-43 from ""Transformers: Beast Wars"" gets a Transformers Masterpiece release from Takara Tomy! He's fully transformable between his robot and dinosaur forms, and he can use his dinosaur head as a handheld weapon!","/transformers/images/thumbs/megatron-beast-wars-mp-43-1108.jpg","C$581.27"
"1700702334-1602","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Cordon MP-42","https://www.actionfigure411.com/transformers/masterpiece/takara/cordon-mp-42-1107.php","Transformers Masterpiece Cordon MP-42","Transformers Masterpiece Cordon MP-42 
The first series products, a police car car robot NO.3 militia fighters Cordon that tribute was to model the colored parts specifications of the patrol car type of MP-39 San streaker that flourished in the transformers of the predecessor series diaclone car robot Introducing as a specification! Includes Cordon body (1), rifle (speed trap gun) (1), spare side mirror (runner) (1), character card (1), Operating Instructions (1)","/transformers/images/thumbs/cordon-mp-42-1107.jpg","C$304.51"
"1700702336-1603","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Dinobot MP-41","https://www.actionfigure411.com/transformers/masterpiece/takara/dinobot-mp-41-1106.php","Transformers Masterpiece Dinobot MP-41","Transformers Masterpiece Dinobot MP-41 
Dinobot joins the Transformers Masterpiece series at last! This Transformers Masterpiece MP-41 Dinobot is fully jointed for supreme posability and transformable between robot warrior and dinosaur mode. He features two interchangeable facial expressions (screaming and smiling) with light-up eyes and a face-beam effect that can change color from red to green! He comes with his Golden Disc, his Dyno Sword and Cyber Shield (which can spin!), effect parts, and a base for display.","/transformers/images/thumbs/dinobot-mp-41-1106.jpg","C$621.39"
"1700702339-1604","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Targetmaster Hot Rodimus MP-40","https://www.actionfigure411.com/transformers/masterpiece/takara/targetmaster-hot-rodimus-mp-40-623.php","Transformers Masterpiece Targetmaster Hot Rodimus MP-40","Transformers Masterpiece Targetmaster Hot Rodimus MP-40 
Transformers Masterpiece Targetmaster Hot Rodimus MP-40","/transformers/images/thumbs/targetmaster-hot-rodimus-mp-40-623.jpg","C$131.45"
"1700702341-1605","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Spinout MP-39+","https://www.actionfigure411.com/transformers/masterpiece/takara/spinout-mp-39-4432.php","Transformers Masterpiece Spinout MP-39+","Transformers Masterpiece Spinout MP-39+ 
Transformers Masterpiece Edition Spin-Out is here for his very first toy as a Cybertronian! Transformers Masterpiece Edition MP-39+ Spin-Out transforms from a Lamborghini Countach LP500S vehicle to robot and back again. Accessories include 3 blasters, a spare side mirror, a sticker, instructions, and a character card. With Diaclone toy-inspired deco and the Takara-Tomy engineering you love, Spin-Out looks super spiffy with his bright red finish. Catch him while you can!","/transformers/images/thumbs/spinout-mp-39-4432.jpg","C$215.45"
"1700702343-1606","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Sunstreaker MP-39","https://www.actionfigure411.com/transformers/masterpiece/takara/sunstreaker-mp-39-622.php","Transformers Masterpiece Sunstreaker MP-39","Transformers Masterpiece Sunstreaker MP-39 
Sunsteaker, the brother of Sideswipe, enters the Masterpiece line!



Transforming from licensed Lamborghini Countach LP500S to robot, Sunstreaker comes with alternate faces, several weapons, spare side mirrors, an alien robot mask, and his human sidekick Chip Chase.","/transformers/images/thumbs/sunstreaker-mp-39-622.jpg","C$91.63"
"1700702345-1607","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Burning Convoy (Beast Wars) MP-38+","https://www.actionfigure411.com/transformers/masterpiece/takara/burning-convoy-beast-wars-mp-38-6841.php","Transformers Masterpiece Burning Convoy (Beast Wars) MP-38+","Transformers Masterpiece Burning Convoy (Beast Wars) MP-38+ 
From the anime series Beast Wars II, Burning Convoy joins the Masterpiece line as MP-38+. Faithfully reproduced, Burning Convoy is fully poseable allowing you to recreate your favorite scenes from the series. Burning Convoy transforms from robot to giant ape.","/transformers/images/thumbs/burning-convoy-beast-wars-mp-38-6841.jpg","null"
"1700702347-1608","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Convoy Legendary Leader MP-38","https://www.actionfigure411.com/transformers/masterpiece/takara/convoy-legendary-leader-mp-38-621.php","Transformers Masterpiece Convoy Legendary Leader MP-38","Transformers Masterpiece Convoy Legendary Leader MP-38 
Transformers Masterpiece Convoy Legendary Leader MP-38","/transformers/images/thumbs/convoy-legendary-leader-mp-38-621.jpg","null"
"1700702349-1609","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Artfire MP-37","https://www.actionfigure411.com/transformers/masterpiece/takara/artfire-mp-37-620.php","Transformers Masterpiece Artfire MP-37","Transformers Masterpiece Artfire MP-37 
Transformers Masterpiece Artfire MP-37. This articulated figure transforms from robot to firetruck and includes 2 interchangeable facial expressions, his Spark Beam Gun that can be affixed on his arm in robot mode, and a bonus Targetmaster Nightstick!","/transformers/images/thumbs/artfire-mp-37-620.jpg","null"
"1700702352-1610","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Megatron (Orange Barrel Plug) MP-36+","https://www.actionfigure411.com/transformers/masterpiece/takara/megatron-orange-barrel-plug-mp-36-6837.php","Transformers Masterpiece Megatron (Orange Barrel Plug) MP-36+","Transformers Masterpiece Megatron (Orange Barrel Plug) MP-36+ 
From Transformers this Takara Tomy Mall Exclusive Megatron figure transforms from robot mode into a gun. Join the leader of the Decepticons and fight against the Autobots today!



When purchased from a seller supplied by Hasbro Asia, MP-36+ comes with a collector coin.","/transformers/images/thumbs/megatron-orange-barrel-plug-mp-36-6837.jpg","C$131.91"
"1700702354-1611","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Megatron MP-36","https://www.actionfigure411.com/transformers/masterpiece/takara/megatron-mp-36-619.php","Transformers Masterpiece Megatron MP-36","Transformers Masterpiece Megatron MP-36 
The MP-36 Masterpiece Megatron has been redesigned to be in scale with the MP-10 Masterpiece Convoy figure! 


Megatron transforms from robot to a Walther P-38 gun, and his scope can be mounted on his arm in bot mode!



His scope also features actual voice quotes and sounds. With this and the included stock, silencer, weapons, facial expressions, and other accessories allow you to create all of your favorite action poses from the animated series!","/transformers/images/thumbs/megatron-mp-36-619.jpg","C$142.47"
"1700702356-1612","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Grapple MP-35","https://www.actionfigure411.com/transformers/masterpiece/takara/grapple-mp-35-617.php","Transformers Masterpiece Grapple MP-35","Transformers Masterpiece Grapple MP-35 
Grapple transforms from robot to crane truck and includes different crane attachments, including a scoop and claw. He also comes with an arc-welder rifle, 3 faceplates, 2 wrist barrel attachments, Solar Power Tower model and blueprint, a screwdriver, 2 different truck grills, and a bonus diecast mini figure. 


In robot mode Grapple features an orange and black alternate head piece.



Comes with #3 Ultra Magnus Die-Cast Mini Figure","/transformers/images/thumbs/grapple-mp-35-617.jpg","C$321.60"
"1700702358-1613","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Cheetus MP-34","https://www.actionfigure411.com/transformers/masterpiece/takara/cheetus-mp-34-618.php","Transformers Masterpiece Cheetus MP-34","Transformers Masterpiece Cheetus MP-34 
Takara presents a new addition to their Masterpiece lineup: the MP-34 Cheetor from the series Beast Wars: Transformers!



This articulated figure includes 4 different faces, 2 weapons, 2 leg pieces, and is beautifully colored as he is in the series.



Fans and collectors alike will love this anticipated fun-colored bot that can transform into a cheetah in a few steps.","/transformers/images/thumbs/cheetus-mp-34-618.jpg","null"
"1700702360-1614","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Inferno MP-33","https://www.actionfigure411.com/transformers/masterpiece/takara/inferno-mp-33-616.php","Transformers Masterpiece Inferno MP-33","Transformers Masterpiece Inferno MP-33 
Inferno is finally joining Takara's Masterpiece series! MP-33 Masterpiece Inferno transforms into a fully licensed Mitsubishi Fuso T951 Ladder Fire Truck. Just like in the animation, his ladder completely disappears when in robot mode!



His accessories include three different chest/grill parts, two different heads with three alternate face parts, forearm-mounted communicators, and a fire hose with two different wrist blasters (nozzles). Combine all of this with the included water effect part, and you can recreate many scenes from the movie!","/transformers/images/thumbs/inferno-mp-33-616.jpg","C$266.89"
"1700702363-1615","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Convoy MP-32","https://www.actionfigure411.com/transformers/masterpiece/takara/convoy-mp-32-615.php","Transformers Masterpiece Convoy MP-32","Transformers Masterpiece Convoy MP-32 
Transformers Masterpiece Convoy MP-32","/transformers/images/thumbs/convoy-mp-32-615.jpg","C$252.85"
"1700702365-1616","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Delta Magnus MP-31","https://www.actionfigure411.com/transformers/masterpiece/takara/delta-magnus-mp-31-614.php","Transformers Masterpiece Delta Magnus MP-31","Transformers Masterpiece Delta Magnus MP-31 
MP-31 Masterpiece Delta Magnus is a redeco of the MP-22 Ultra Magnus and is in his Diaclone colors. He comes with alternate faces, his super blaster gun, a couple of missiles and an articulated Marissa Faireborn figure who is scaled to fit inside his cab in vehicle mode!","/transformers/images/thumbs/delta-magnus-mp-31-614.jpg","C$271.44"
"1700702367-1617","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Ratchet MP-30","https://www.actionfigure411.com/transformers/masterpiece/takara/ratchet-mp-30-613.php","Transformers Masterpiece Ratchet MP-30","Transformers Masterpiece Ratchet MP-30 
Transformers Masterpiece Ratchet MP-30 is the chief medical officer for the Autobots and comes equipped with an array of tools and weaponry.","/transformers/images/thumbs/ratchet-mp-30-613.jpg","C$226.54"
"1700702369-1618","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Destron Laserwave (Shockwave) MP-29+","https://www.actionfigure411.com/transformers/masterpiece/takara/destron-laserwave-shockwave-mp-29-6836.php","Transformers Masterpiece Destron Laserwave (Shockwave) MP-29+","Transformers Masterpiece Destron Laserwave (Shockwave) MP-29+ 
The long awaited Masterpiece Destron Laserwave (Shockwave) is finally a reality! Laserwave transforms from a powerful and deadly robot into a large Cybertronian handgun and just like the G1 toy, he features an LED light up function. Laserwave requires 2 LR23 batteries for the gun barrel LEDs and 2 AA batteries for the chest LEDs. His eyes also light up via the light piping from the back head panel.



Use the opaque gun barrel and hands for an authentic cartoon look, or swap out for the translucent versions to get the G1 toy look. He also comes with a mini version of himself in gun mode that he can use as a weapon. 


The MP-29+ exclusive edition features a paint application closer to the original G1 coloring as well and pink transparent hand parts.","/transformers/images/thumbs/destron-laserwave-shockwave-mp-29-6836.jpg","C$79.31"
"1700702371-1619","https://www.actionfigure411.com/transformers/masterpiece-price-guide.php","Destron Laserwave MP-29","https://www.actionfigure411.com/transformers/masterpiece/takara/destron-laserwave-mp-29-612.php","Transformers Masterpiece Destron Laserwave MP-29","Transformers Masterpiece Destron Laserwave MP-29 
Laserwave transforms from a powerful and deadly robot into a large Cybertronian handgun and just like the G1 toy, he features an LED light up function. Laserwave requires 2 LR23 batteries for the gun barrel LEDs and 2 AA batteries for the chest LEDs. His eyes also light up via the light piping from the back head panel.



Use the opaque gun barrel and hands for an authentic cartoon look, or swap out for the translucent versions to get the G1 toy look. He also comes with a mini version of himself in gun mode that he can use as a weapon.



The sticker sheet includes two versions, classic Decepticon logos or cartoon-styled logos.","/transformers/images/thumbs/destron-laserwave-mp-29-612.jpg","C$101.84"
