web-scraper-order,web-scraper-start-url,build_a_figure_link,build_a_figure_link-href,figure_link,figure_link-href,name,description,image-src,price
"1700699823-813","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Sandman","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-sandman-baf-wave-1-price-guide.php","Doc Ock","https://www.actionfigure411.com/marvel/marvel-legends-sandman-doc-ock-843.php","Marvel Legends Doc Ock Sandman Build A Figure","Marvel Legends Doc Ock Sandman Build A Figure 
Marvel Legends Doc Ock from Spider Man 3. This build a figure includes right arm to complete Sandman BAF.","/marvel/images/thumbs/doc-ock-843.jpg","null"
"1700699827-814","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ronan","https://www.actionfigure411.com/marvel/marvel-legends-fantastic-four-ronan-baf-wave-1-price-guide.php","Thing","https://www.actionfigure411.com/marvel/marvel-legends-ronan-thing-818.php","Marvel Legends Thing Ronan Build A Figure","Marvel Legends Thing Ronan Build A Figure 
Marvel Legends The Thing from Fantastic Four Ronan Build a Figure set exclusive to Walmart. Includes head BAF part.","/marvel/images/thumbs/thing-818.jpg","C$30.60"
"1700699830-815","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ronan","https://www.actionfigure411.com/marvel/marvel-legends-fantastic-four-ronan-baf-wave-1-price-guide.php","Silver Surfer","https://www.actionfigure411.com/marvel/marvel-legends-ronan-silver-surfer-817.php","Marvel Legends Silver Surfer Ronan Build A Figure","Marvel Legends Silver Surfer Ronan Build A Figure 
Marvel Legends Silver Surfer from Fantastic Four Ronan Build a Figure set exclusive to Walmart. Includes leg BAF part.","/marvel/images/thumbs/silver-surfer-817.jpg","null"
"1700699832-816","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ronan","https://www.actionfigure411.com/marvel/marvel-legends-fantastic-four-ronan-baf-wave-1-price-guide.php","Ronan (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-ronan-ronan-baf-819.php","Marvel Legends Ronan (BAF) Ronan Build A Figure","Marvel Legends Ronan (BAF) Ronan Build A Figure 
Marvel Legends Ronan from Fantastic Four Ronan Build a Figure set exclusive to Walmart.","/marvel/images/thumbs/ronan-baf-819.jpg","C$52.98"
"1700699834-817","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ronan","https://www.actionfigure411.com/marvel/marvel-legends-fantastic-four-ronan-baf-wave-1-price-guide.php","Namor","https://www.actionfigure411.com/marvel/marvel-legends-ronan-namor-816.php","Marvel Legends Namor Ronan Build A Figure","Marvel Legends Namor Ronan Build A Figure 
Marvel Legends Namor from Fantastic Four Ronan Build a Figure set exclusive to Walmart. Includes arm BAF part.","/marvel/images/thumbs/namor-816.jpg","C$50.28"
"1700699836-818","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ronan","https://www.actionfigure411.com/marvel/marvel-legends-fantastic-four-ronan-baf-wave-1-price-guide.php","Mr Fantastic","https://www.actionfigure411.com/marvel/marvel-legends-ronan-mr-fantastic-815.php","Marvel Legends Mr Fantastic Ronan Build A Figure","Marvel Legends Mr Fantastic Ronan Build A Figure 
Marvel Legends Mr. Fantastic from Fantastic Four Ronan Build a Figure set exclusive to Walmart. Includes hammer BAF part.","/marvel/images/thumbs/mr-fantastic-815.jpg","null"
"1700699838-819","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ronan","https://www.actionfigure411.com/marvel/marvel-legends-fantastic-four-ronan-baf-wave-1-price-guide.php","Mole Man","https://www.actionfigure411.com/marvel/marvel-legends-ronan-mole-man-814.php","Marvel Legends Mole Man Ronan Build A Figure","Marvel Legends Mole Man Ronan Build A Figure 
Marvel Legends Mole Man from Fantastic Four Ronan Build a Figure set exclusive to Walmart. Includes arm BAF part.","/marvel/images/thumbs/mole-man-814.jpg","null"
"1700699840-820","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ronan","https://www.actionfigure411.com/marvel/marvel-legends-fantastic-four-ronan-baf-wave-1-price-guide.php","Invisible Woman","https://www.actionfigure411.com/marvel/marvel-legends-ronan-invisible-woman-813.php","Marvel Legends Invisible Woman Ronan Build A Figure","Marvel Legends Invisible Woman Ronan Build A Figure 
Marvel Legends Invisible Woman from Fantastic Four Ronan Build a Figure set exclusive to Walmart. Includes torso BAF part.","/marvel/images/thumbs/invisible-woman-813.jpg","null"
"1700699845-821","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Ronan","https://www.actionfigure411.com/marvel/marvel-legends-fantastic-four-ronan-baf-wave-1-price-guide.php","Dr Doom","https://www.actionfigure411.com/marvel/marvel-legends-ronan-dr-doom-811.php","Marvel Legends Dr Doom Ronan Build A Figure","Marvel Legends Dr Doom Ronan Build A Figure 
Marvel Legends Dr. Doom from Fantastic Four Ronan Build a Figure set exclusive to Walmart. Includes cape BAF part.","/marvel/images/thumbs/dr-doom-811.jpg","null"
"1700699849-822","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rocket Raccoon","https://www.actionfigure411.com/marvel/marvel-legends-rocket-raccoon-baf-wave-2-price-guide.php","Wrecker (Wrecking Crew)","https://www.actionfigure411.com/marvel/marvel-legends-rocket-raccoon-wrecker-wrecking-crew-691.php","Marvel Legends Wrecker (Wrecking Crew) Rocket Raccoon Build A Figure","Marvel Legends Wrecker (Wrecking Crew) Rocket Raccoon Build A Figure 
This Marvel's Wrecking Crew figure is a rampaging evildoer and he's ready to use his superhuman powers for wrong in all your adventures. He also comes with the head and weapon you need to build a complete Rocket Raccoon super-critter. Collect the entire series (other figures sold separately) to build a full Rocket Raccoon figure. Power up with your Marvel's Wrecking Crew figure.","/marvel/images/thumbs/wrecker-wrecking-crew-691.jpg","C$171.26"
"1700699851-823","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rocket Raccoon","https://www.actionfigure411.com/marvel/marvel-legends-rocket-raccoon-baf-wave-2-price-guide.php","Scarlet Spider","https://www.actionfigure411.com/marvel/marvel-legends-rocket-raccoon-scarlet-spider-693.php","Marvel Legends Scarlet Spider Rocket Raccoon Build A Figure","Marvel Legends Scarlet Spider Rocket Raccoon Build A Figure 
Scarlet Spider is dressed in a streamlined black and red costume. The first of the series of clones created by the Jackal, the Scarlet Spider is a Peter Parker/Spider-Man clone intended to eliminate the original Spider-Man. Surviving his battle with Spider-Man, the Scarlet Spider assumes the alter ego Ben Reilly and remains dormant for a few years before remerging. Like Spider-Man, the Scarlet Spider possesses drastically enhanced strength, speed and reflexes, is capable of clinging to virtually any surface, and possesses a precognitive spider-sense which warns him of immediate danger.","/marvel/images/thumbs/scarlet-spider-693.jpg","C$65.50"
"1700699853-824","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rocket Raccoon","https://www.actionfigure411.com/marvel/marvel-legends-rocket-raccoon-baf-wave-2-price-guide.php","Rocket Raccoon (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-rocket-raccoon-rocket-raccoon-baf-695.php","Marvel Legends Rocket Raccoon (BAF) Rocket Raccoon Build A Figure","Marvel Legends Rocket Raccoon (BAF) Rocket Raccoon Build A Figure 
Rocket Raccoon BAF complete figure.","/marvel/images/thumbs/rocket-raccoon-baf-695.jpg","C$28.09"
"1700699856-825","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rocket Raccoon","https://www.actionfigure411.com/marvel/marvel-legends-rocket-raccoon-baf-wave-2-price-guide.php","Jean Grey","https://www.actionfigure411.com/marvel/marvel-legends-rocket-raccoon-jean-grey-690.php","Marvel Legends Jean Grey Rocket Raccoon Build A Figure","Marvel Legends Jean Grey Rocket Raccoon Build A Figure 
This Jean Grey figure is a super-mutant. She's ready to use her powers against the forces of evil in every adventure you come up with. She also comes with the upper torso, lower torso and tail you need to build a complete Rocket Raccoon super-critter. Collect the entire series (other figures sold separately) to build a full Rocket Raccoon figure. Power up with your Jean Grey figure.","/marvel/images/thumbs/jean-grey-690.jpg","null"
"1700699858-826","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rocket Raccoon","https://www.actionfigure411.com/marvel/marvel-legends-rocket-raccoon-baf-wave-2-price-guide.php","Hawkeye","https://www.actionfigure411.com/marvel/marvel-legends-rocket-raccoon-hawkeye-694.php","Marvel Legends Hawkeye Rocket Raccoon Build A Figure","Marvel Legends Hawkeye Rocket Raccoon Build A Figure 
This Marvel's Hawkeye figure is a hardcore sharpshooter for the forces of good. He's ready to use his marksmanship in all your adventures. Collect the entire Rocket Raccoon series (other figures sold separately) to get the parts to build a full Rocket Raccoon figure. Power up with your Marvel's Hawkeye figure.","/marvel/images/thumbs/hawkeye-694.jpg","C$67.14"
"1700699860-827","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rocket Raccoon","https://www.actionfigure411.com/marvel/marvel-legends-rocket-raccoon-baf-wave-2-price-guide.php","Black Panther","https://www.actionfigure411.com/marvel/marvel-legends-rocket-raccoon-black-panther-692.php","Marvel Legends Black Panther Rocket Raccoon Build A Figure","Marvel Legends Black Panther Rocket Raccoon Build A Figure 
This Black Panther figure is an acrobatic warrior who fights for good and he's ready to use his superhuman powers against the forces of darkness in all your adventures. He also comes with the arms you need to build a complete Rocket Raccoon super-critter. Collect the entire series (other figures sold separately) to build a full Rocket Raccoon figure. Power up with your Black Panther figure.","/marvel/images/thumbs/black-panther-692.jpg","C$49.56"
"1700699864-828","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rintrah","https://www.actionfigure411.com/marvel/marvel-legends-dr-strange-multiverse-of-madness-rintrah-baf-wave-1-price-guide.php","Wong","https://www.actionfigure411.com/marvel/marvel-legends-rintrah-wong-3739.php","Marvel Legends Wong Rintrah Build A Figure","Marvel Legends Wong Rintrah Build A Figure 
Wong takes over for The Ancient One as Sorcerer Supreme and leader of Kamar-Taj, teaching a new era of sorcerers to protect our reality from mystical threats.



Includes left arm to complete Rintrah Build-A-Figure.","/marvel/images/thumbs/wong-3739.jpg","C$18.65"
"1700699866-829","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rintrah","https://www.actionfigure411.com/marvel/marvel-legends-dr-strange-multiverse-of-madness-rintrah-baf-wave-1-price-guide.php","Sleepwalker","https://www.actionfigure411.com/marvel/marvel-legends-rintrah-sleepwalker-3741.php","Marvel Legends Sleepwalker Rintrah Build A Figure","Marvel Legends Sleepwalker Rintrah Build A Figure 
The Sleepwalker is the guardian of the Mindscape, apprehending beings that invade the sleeping minds of humans. 


Includes left leg to complete Rintrah Build-A-Figure.","/marvel/images/thumbs/sleepwalker-3741.jpg","C$22.45"
"1700699869-830","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rintrah","https://www.actionfigure411.com/marvel/marvel-legends-dr-strange-multiverse-of-madness-rintrah-baf-wave-1-price-guide.php","Rintrah (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-rintrah-rintrah-baf-3744.php","Marvel Legends Rintrah (BAF) Rintrah Build A Figure","Marvel Legends Rintrah (BAF) Rintrah Build A Figure 
Rintrah Build-A-Figure from the Marvel Legends, Doctor Strange: Multiverse of Madness wave.","/marvel/images/thumbs/rintrah-baf-3744.jpg","C$44.63"
"1700699871-831","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rintrah","https://www.actionfigure411.com/marvel/marvel-legends-dr-strange-multiverse-of-madness-rintrah-baf-wave-1-price-guide.php","Master Mordo","https://www.actionfigure411.com/marvel/marvel-legends-rintrah-master-mordo-3743.php","Marvel Legends Master Mordo Rintrah Build A Figure","Marvel Legends Master Mordo Rintrah Build A Figure 
Mordo has gone rogue since leaving Kamar-Taj, hunting other sorcerers for breaking the laws of reality, and is never far off the trail of Doctor Strange. 


Includes right arm to complete Rintrah Build-A-Figure.","/marvel/images/thumbs/master-mordo-3743.jpg","C$15.16"
"1700699873-832","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rintrah","https://www.actionfigure411.com/marvel/marvel-legends-dr-strange-multiverse-of-madness-rintrah-baf-wave-1-price-guide.php","Doctor Strange (Astral Form)","https://www.actionfigure411.com/marvel/marvel-legends-rintrah-doctor-strange-astral-form-3742.php","Marvel Legends Doctor Strange (Astral Form) Rintrah Build A Figure","Marvel Legends Doctor Strange (Astral Form) Rintrah Build A Figure 
Seeking mastery of the mystic arts, Stephen Strange soon learns to project his astral form into the physical world.



Includes head to complete Rintrah Build-A-Figure.","/marvel/images/thumbs/doctor-strange-astral-form-3742.jpg","C$17.54"
"1700699875-833","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rintrah","https://www.actionfigure411.com/marvel/marvel-legends-dr-strange-multiverse-of-madness-rintrah-baf-wave-1-price-guide.php","Doctor Strange","https://www.actionfigure411.com/marvel/marvel-legends-rintrah-doctor-strange-3737.php","Marvel Legends Doctor Strange Rintrah Build A Figure","Marvel Legends Doctor Strange Rintrah Build A Figure 
Doctor Stephen Strange is Earth’s mightiest sorcerer, battle-hardened and reckoning with his lonely place in the Multiverse after the events of Avengers: Infinity War and Endgame.



Does not include a BAF part.","/marvel/images/thumbs/doctor-strange-3737.jpg","C$15.42"
"1700699877-834","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rintrah","https://www.actionfigure411.com/marvel/marvel-legends-dr-strange-multiverse-of-madness-rintrah-baf-wave-1-price-guide.php","D'Spayre","https://www.actionfigure411.com/marvel/marvel-legends-rintrah-dspayre-3738.php","Marvel Legends D'Spayre Rintrah Build A Figure","Marvel Legends D'Spayre Rintrah Build A Figure 
The embodiment of the ultimate evil, D'Spayre uses the fear of others to strengthen himself.



Includes right leg to complete Rintrah Build-A-Figure.","/marvel/images/thumbs/dspayre-3738.jpg","C$13.31"
"1700699880-835","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rintrah","https://www.actionfigure411.com/marvel/marvel-legends-dr-strange-multiverse-of-madness-rintrah-baf-wave-1-price-guide.php","Chavez","https://www.actionfigure411.com/marvel/marvel-legends-rintrah-chavez-3740.php","Marvel Legends Chavez Rintrah Build A Figure","Marvel Legends Chavez Rintrah Build A Figure 
America Chavez is a young girl from another universe, being hunted for her power - the unique ability to open doorways into the Multiverse.



Includes Torso to complete Rintrah Build-A-Figure.","/marvel/images/thumbs/chavez-3740.jpg","C$12.98"
"1700699884-836","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rhino","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-rhino-baf-wave-3-price-guide.php","White Tiger","https://www.actionfigure411.com/marvel/marvel-legends-rhino-white-tiger-459.php","Marvel Legends White Tiger Rhino Build A Figure","Marvel Legends White Tiger Rhino Build A Figure 
Endowed with martial art powers by the Jade Tiger amulets, Angela Del Toro is the ferocious White Tiger. Includes body section of the Rhino BAF.","/marvel/images/thumbs/white-tiger-459.jpg","C$50.82"
"1700699886-837","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rhino","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-rhino-baf-wave-3-price-guide.php","Superior Venom","https://www.actionfigure411.com/marvel/marvel-legends-rhino-superior-venom-455.php","Marvel Legends Superior Venom Rhino Build A Figure","Marvel Legends Superior Venom Rhino Build A Figure 
Bonded to the black alien symbiote, Otto Octavius became the 8-legged Superior Venom! Includes arm to complete Rhino BAF","/marvel/images/thumbs/superior-venom-455.jpg","C$95.91"
"1700699888-838","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rhino","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-rhino-baf-wave-3-price-guide.php","Scarlet Spider","https://www.actionfigure411.com/marvel/marvel-legends-rhino-scarlet-spider-460.php","Marvel Legends Scarlet Spider Rhino Build A Figure","Marvel Legends Scarlet Spider Rhino Build A Figure 
Cloned to destroy Peter Parker, Ben Reilly chose instead to fight alongside Spider-Man as Scarlet Spider. Includes the head of BAF figure Rhino!","/marvel/images/thumbs/scarlet-spider-460.jpg","C$113.72"
"1700699890-839","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rhino","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-rhino-baf-wave-3-price-guide.php","Rhino (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-rhino-rhino-baf-536.php","Marvel Legends Rhino (BAF) Rhino Build A Figure","Marvel Legends Rhino (BAF) Rhino Build A Figure 
The completed Rhino build a figure from the Spider Man BAF series.","/marvel/images/thumbs/rhino-baf-536.jpg","C$92.00"
"1700699893-840","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rhino","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-rhino-baf-wave-3-price-guide.php","Misty Knight","https://www.actionfigure411.com/marvel/marvel-legends-rhino-misty-knight-458.php","Marvel Legends Misty Knight Rhino Build A Figure","Marvel Legends Misty Knight Rhino Build A Figure 
Investigating evil and protecting the city, Misty Knight and Ghost Rider are heroes for hire who leave evil no place to hide! Includes the body section of Rhino to complete the build a figure.","/marvel/images/thumbs/misty-knight-458.jpg","C$36.92"
"1700699895-841","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rhino","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-rhino-baf-wave-3-price-guide.php","Kraven","https://www.actionfigure411.com/marvel/marvel-legends-rhino-kraven-457.php","Marvel Legends Kraven Rhino Build A Figure","Marvel Legends Kraven Rhino Build A Figure 
Professional criminals for sale to the highest bidder, Kraven and his half-brother Chameleon have made treachery a family tradition. Includes the leg of Rhino to complete BAF.","/marvel/images/thumbs/kraven-457.jpg","C$99.35"
"1700699897-842","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rhino","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-rhino-baf-wave-3-price-guide.php","Ghost Rider - Johnny Blaze","https://www.actionfigure411.com/marvel/marvel-legends-rhino-ghost-rider-johnny-blaze-456.php","Marvel Legends Ghost Rider - Johnny Blaze Rhino Build A Figure","Marvel Legends Ghost Rider - Johnny Blaze Rhino Build A Figure 
Investigating evil and protecting the city, Ghost Rider and Misty Knight are heroes for hire who leave evil no place to hide. Includes leg to complete Rhino build a figure.","/marvel/images/thumbs/ghost-rider-johnny-blaze-456.jpg","C$78.59"
"1700699899-843","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Rhino","https://www.actionfigure411.com/marvel/marvel-legends-spider-man-rhino-baf-wave-3-price-guide.php","Chameleon","https://www.actionfigure411.com/marvel/marvel-legends-rhino-chameleon-454.php","Marvel Legends Chameleon Rhino Build A Figure","Marvel Legends Chameleon Rhino Build A Figure 
Professional criminals for sale to the highest bidder, Chameleon and his half-brother Kraven have made treachery a family tradition. Includes arm to build Rhino!","/marvel/images/thumbs/chameleon-454.jpg","C$79.74"
"1700699906-844","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Skull","https://www.actionfigure411.com/marvel/marvel-legends-captain-america-civil-war-red-skull-baf-wave-3-price-guide.php","Taskmaster","https://www.actionfigure411.com/marvel/marvel-legends-red-skull-taskmaster-438.php","Marvel Legends Taskmaster Red Skull Build A Figure","Marvel Legends Taskmaster Red Skull Build A Figure 
Masters of disguise and mimicry, these villains may not be original, but they are powerful. Includes head to complete Red Skull BAF Onslaught!","/marvel/images/thumbs/taskmaster-438.jpg","C$37.00"
"1700699908-845","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Skull","https://www.actionfigure411.com/marvel/marvel-legends-captain-america-civil-war-red-skull-baf-wave-3-price-guide.php","Sharon Carter - Agent 13","https://www.actionfigure411.com/marvel/marvel-legends-red-skull-sharon-carter-agent-13-439.php","Marvel Legends Sharon Carter - Agent 13 Red Skull Build A Figure","Marvel Legends Sharon Carter - Agent 13 Red Skull Build A Figure 
This Marvel Legends Series Agents of Shield Sharon Carter figure is armed with fierce athleticism and superior smarts as she expertly serves the forces of justice. Includes leg to complete Red Skull BAF.","/marvel/images/thumbs/sharon-carter-agent-13-439.jpg","C$17.13"
"1700699910-846","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Skull","https://www.actionfigure411.com/marvel/marvel-legends-captain-america-civil-war-red-skull-baf-wave-3-price-guide.php","Scourge","https://www.actionfigure411.com/marvel/marvel-legends-red-skull-scourge-440.php","Marvel Legends Scourge Red Skull Build A Figure","Marvel Legends Scourge Red Skull Build A Figure 
Masters of disguise and mimicry, these villains may not be original, but they are powerful. Includes leg to complete Red Skull BAF.","/marvel/images/thumbs/scourge-440.jpg","null"
"1700699912-847","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Skull","https://www.actionfigure411.com/marvel/marvel-legends-captain-america-civil-war-red-skull-baf-wave-3-price-guide.php","Red Skull (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-red-skull-red-skull-baf-533.php","Marvel Legends Red Skull (BAF) Red Skull Build A Figure","Marvel Legends Red Skull (BAF) Red Skull Build A Figure 
The completed Red Skull build a figure from the Captain America BAF series.","/marvel/images/thumbs/red-skull-baf-533.jpg","C$98.65"
"1700699914-848","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Skull","https://www.actionfigure411.com/marvel/marvel-legends-captain-america-civil-war-red-skull-baf-wave-3-price-guide.php","Mockingbird","https://www.actionfigure411.com/marvel/marvel-legends-red-skull-mockingbird-436.php","Marvel Legends Mockingbird Red Skull Build A Figure","Marvel Legends Mockingbird Red Skull Build A Figure 
Re-enact scenes from the show or use your imagination to create your own adventures with the Marvel Legends Series Agents of Shield Mockingbird. Includes torso to complete BAF.","/marvel/images/thumbs/mockingbird-436.jpg","C$26.01"
"1700699917-849","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Skull","https://www.actionfigure411.com/marvel/marvel-legends-captain-america-civil-war-red-skull-baf-wave-3-price-guide.php","Cottonmouth","https://www.actionfigure411.com/marvel/marvel-legends-red-skull-cottonmouth-434.php","Marvel Legends Cottonmouth Red Skull Build A Figure","Marvel Legends Cottonmouth Red Skull Build A Figure 
Unnaturally strong and relentlessly brutal, these harbingers of destruction are bad to the core.



Get the right arm part you need to build a mighty Red Onslaught figure with this cool Cottonmouth figure.","/marvel/images/thumbs/cottonmouth-434.jpg","C$31.65"
"1700699919-850","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Skull","https://www.actionfigure411.com/marvel/marvel-legends-captain-america-civil-war-red-skull-baf-wave-3-price-guide.php","Captain America","https://www.actionfigure411.com/marvel/marvel-legends-red-skull-captain-america-435.php","Marvel Legends Captain America Red Skull Build A Figure","Marvel Legends Captain America Red Skull Build A Figure 
The Marvel Legends Series Captain America Figure is a soldier with superhuman strength and an indestructible shield.","/marvel/images/thumbs/captain-america-435.jpg","C$40.77"
"1700699923-851","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Hulk","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-baf-wave-1-price-guide.php","Adam Warlock","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-adam-warlock-752.php","Marvel Legends Adam Warlock Red Hulk Build A Figure","Marvel Legends Adam Warlock Red Hulk Build A Figure 
Adam Warlock Marvel Legends figure, exclusive to Target and part of the Red Hulk Build A Figure set. Includes left leg.","/marvel/images/thumbs/adam-warlock-752.jpg","C$41.10"
"1700699925-852","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Hulk","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-baf-wave-1-price-guide.php","Wolverine (Black Costume)","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-wolverine-black-costume-759.php","Marvel Legends Wolverine (Black Costume) Red Hulk Build A Figure","Marvel Legends Wolverine (Black Costume) Red Hulk Build A Figure 
Wolverine in black costume variant, Marvel Legends figure, exclusive to Target and part of the Red Hulk Build A Figure set. Includes right arm.","/marvel/images/thumbs/wolverine-black-costume-759.jpg","C$51.61"
"1700699928-853","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Hulk","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-baf-wave-1-price-guide.php","Wolverine","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-wolverine-758.php","Marvel Legends Wolverine Red Hulk Build A Figure","Marvel Legends Wolverine Red Hulk Build A Figure 
Wolverine Marvel Legends figure, exclusive to Target and part of the Red Hulk Build A Figure set. Includes right arm.","/marvel/images/thumbs/wolverine-758.jpg","C$50.63"
"1700699930-854","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Hulk","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-baf-wave-1-price-guide.php","Union Jack","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-union-jack-757.php","Marvel Legends Union Jack Red Hulk Build A Figure","Marvel Legends Union Jack Red Hulk Build A Figure 
Union Jack Marvel Legends figure, exclusive to Target and part of the Red Hulk Build A Figure set. Includes torso.","/marvel/images/thumbs/union-jack-757.jpg","C$37.22"
"1700699932-855","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Hulk","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-baf-wave-1-price-guide.php","Spiral (No Helmet)","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-spiral-no-helmet-756.php","Marvel Legends Spiral (No Helmet) Red Hulk Build A Figure","Marvel Legends Spiral (No Helmet) Red Hulk Build A Figure 
Spiral Marvel Legends figure, exclusive to Target and part of the Red Hulk Build A Figure set. Includes head.","/marvel/images/thumbs/spiral-no-helmet-756.jpg","C$66.46"
"1700699934-856","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Hulk","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-baf-wave-1-price-guide.php","Spiral (Wearing Helmet)","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-spiral-wearing-helmet-755.php","Marvel Legends Spiral (Wearing Helmet) Red Hulk Build A Figure","Marvel Legends Spiral (Wearing Helmet) Red Hulk Build A Figure 
Spriral Marvel Legends figure, exclusive to Target and part of the Red Hulk Build A Figure set. Includes head.","/marvel/images/thumbs/spiral-wearing-helmet-755.jpg","C$67.98"
"1700699936-857","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Hulk","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-baf-wave-1-price-guide.php","Silver Savage","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-silver-savage-753.php","Marvel Legends Silver Savage Red Hulk Build A Figure","Marvel Legends Silver Savage Red Hulk Build A Figure 
Silver Savage Marvel Legends figure, exclusive to Target and part of the Red Hulk Build A Figure set. Includes right leg.","/marvel/images/thumbs/silver-savage-753.jpg","C$80.82"
"1700699938-858","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Hulk","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-baf-wave-1-price-guide.php","Red Hulk (BAF)","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-red-hulk-baf-760.php","Marvel Legends Red Hulk (BAF) Red Hulk Build A Figure","Marvel Legends Red Hulk (BAF) Red Hulk Build A Figure 
Red Hulk complete build a figure.","/marvel/images/thumbs/red-hulk-baf-760.jpg","C$70.49"
"1700699941-859","https://www.actionfigure411.com/marvel/build-a-figure-list.php","Red Hulk","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-baf-wave-1-price-guide.php","Black Costume Spider Man","https://www.actionfigure411.com/marvel/marvel-legends-red-hulk-black-costume-spider-man-754.php","Marvel Legends Black Costume Spider Man Red Hulk Build A Figure","Marvel Legends Black Costume Spider Man Red Hulk Build A Figure 
Black Costume Spider Man Marvel Legends figure, exclusive to Target and part of the Red Hulk Build A Figure set. Includes left arm.","/marvel/images/thumbs/black-costume-spider-man-754.jpg","null"
