web-scraper-order,web-scraper-start-url,action_figure_link,action_figure_link-href,name,image-src,price,description
"1700691573-134","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Obi-Wan Kenobi (Force Spirit)","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/obi-wan-kenobi-force-spirit-668.php","Star Wars 6"" Black Series Obi-Wan Kenobi (Force Spirit)","/star-wars/images/thumbs/obi-wan-kenobi-force-spirit-668.jpg","C$28.76","Star Wars 6"" Black Series Obi-Wan Kenobi (Force Spirit) 
Even after his untimely demise, OBI-WAN KENOBI remains a mentor to those strong with the Force. This 6-inch scale THE BLACK SERIES figure features articulated movement and is based on the Force Ghost as seen in the films. Available exclusively at Walgreens. The Walgreens WIC for Obi-Wan Force Spirit is: 988181"
"1700691575-135","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","X-34 Landspeeder and Luke Skywalker (SDCC)","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/x-34-landspeeder-and-luke-skywalker-sdcc-342.php","Star Wars 6"" Black Series X-34 Landspeeder and Luke Skywalker (SDCC)","/star-wars/images/thumbs/x-34-landspeeder-and-luke-skywalker-sdcc-342.jpg","null","Star Wars 6"" Black Series X-34 Landspeeder and Luke Skywalker (SDCC) 
Luke Skywalker was just a farm boy from Tatooine before beginning his training to become a Jedi. Though he would eventually sell his X-34 Landspeeder in order to buy passage aboard the Millennium Falcon, for much of Luke's youth, this civilian vehicle was his only transport between his homestead and outposts such as Tosche Station and Anchorhead, as well as the Jundland Wastes, Dune Sea, and beyond.



Imagine Luke cruising across the barren deserts of Tatooine with this 6-inch scale X-34 Landspeeder and Luke Skywalker figure. Designed for ultimate collectability and display, the X-34 Landspeeder and figure feature movie-real design and detailing. The Luke Skywalker figure features multiple points of articulation, while the X-34 Landspeeder vehicle includes a clear stand for display. Collect all Star Wars The Black Series figures, vehicles, and more to expand and enhance any Star Wars collection!"
"1700691577-136","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Luke Skywalker and Rey Jedi Master and Training","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/luke-skywalker-and-rey-jedi-master-and-training-353.php","Star Wars 6"" Black Series Luke Skywalker and Rey Jedi Master and Training","/star-wars/images/thumbs/luke-skywalker-and-rey-jedi-master-and-training-353.jpg","C$43.56","Star Wars 6"" Black Series Luke Skywalker and Rey Jedi Master and Training 
Available online on August 14th, 2017 and at San Diego Comic-Con. A Tatooine farmboy. A Jakku scavenger. An unknown story. A path waiting to be discovered. 


This Star Wars The Black Series pack, featuring 1 6-inch-scale Luke Skywalker (Jedi Master) and 1 6-inch scale Rey (Jedi Training) figure is inspired by Rey's quest to find the lost Jedi Master, Luke Skywalker. With multiple points of articulation and movie-inspired design, this Black Series 2-pack has been created for ultimate collectability and display. Featuring authentic, true-to-story detail, the Star Wars The Black Series Luke Skywalker (Jedi Master) and Rey (Jedi Training) figures and accessories let fans and collectors alike imagine the legendary Jedi Luke Skywalker challenging Rey's expectations as he teaches her the ways of the Force."
"1700691580-137","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Luke Skywalker (Jedi Master) on Ahch-To Island","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/luke-skywalker-jedi-master-on-ahch-to-island-666.php","Star Wars 6"" Black Series Luke Skywalker (Jedi Master) on Ahch-To Island","/star-wars/images/thumbs/luke-skywalker-jedi-master-on-ahch-to-island-666.jpg","C$19.62","Star Wars 6"" Black Series Luke Skywalker (Jedi Master) on Ahch-To Island 
This 6-inch scale figure is carefully detailed to look like the Jedi Master from STAR WARS: THE LAST JEDI featuring impressive detail, multiple points of articulation, and premium fabric costuming. Comes with an Ahch-To Island base inspired by one of the locations in the film, allowing collectors to easily recreate their favorite STAR WARS moments. Includes figure, stand, and two accessories. Available exclusively at Target."
"1700691582-138","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Kylo Ren in Throne Room","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/kylo-ren-in-throne-room-669.php","Star Wars 6"" Black Series Kylo Ren in Throne Room","/star-wars/images/thumbs/kylo-ren-in-throne-room-669.jpg","C$29.17","Star Wars 6"" Black Series Kylo Ren in Throne Room 
Imagine commanding First Order missions from the Throne Room with THE BLACK SERIES KYLO REN figure! This 6-inch scale figure is carefully detailed to look like the dark warrior from STAR WARS: THE LAST JEDI featuring impressive detail, multiple points of articulation, and premium fabric costuming. Comes with a Throne Room base inspired by one of the locations in the film, allowing collectors to easily recreate their favorite STAR WARS moments. Includes figure, stand, and four accessories. Available exclusively at Walmart."
"1700691584-139","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Guardians of Evil 4 pack","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/guardians-of-evil-4-pack-658.php","Star Wars 6"" Black Series Guardians of Evil 4 pack","/star-wars/images/thumbs/guardians-of-evil-4-pack-658.jpg","C$157.58","Star Wars 6"" Black Series Guardians of Evil 4 pack 
Gamestop exclusive Guardians of Evil 4 pack released on Force Friday 2017.



Includes Senate Guard, Imperial Royal Guard, Emperor's Shadow Guard (Legends) and Elite Praetorian Guard (With Double Blade)."
"1700691586-140","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","First Order Stormtrooper Executioner","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/first-order-stormtrooper-executioner-655.php","Star Wars 6"" Black Series First Order Stormtrooper Executioner","/star-wars/images/thumbs/first-order-stormtrooper-executioner-655.jpg","C$20.29","Star Wars 6"" Black Series First Order Stormtrooper Executioner 
The First Order can only operate effectively with the absolute loyalty of its followers. Should any soldier be found guilty of treason, it is up to this special branch of Stormtroopers to dispense final justice."
"1700691588-141","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","First Order Stormtrooper with Gear","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/first-order-stormtrooper-with-gear-663.php","Star Wars 6"" Black Series First Order Stormtrooper with Gear","/star-wars/images/thumbs/first-order-stormtrooper-with-gear-663.jpg","C$51.15","Star Wars 6"" Black Series First Order Stormtrooper with Gear 
The iconic trooper from STAR WARS: THE LAST JEDI comes to an impressive 6-inch scale! Equipped with sleek armor and weapons, this screen-accurate figure features premium deco and multiple points of articulation. Includes eight highly detailed accessories. Available exclusively at Amazon."
"1700691590-142","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Elite Praetorian Guard (Heavy Blade)","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/elite-praetorian-guard-heavy-blade-664.php","Star Wars 6"" Black Series Elite Praetorian Guard (Heavy Blade)","/star-wars/images/thumbs/elite-praetorian-guard-heavy-blade-664.jpg","C$47.62","Star Wars 6"" Black Series Elite Praetorian Guard (Heavy Blade) 
Collectors can defend the SUPREME LEADER SNOKE with this premium 6-inch scale figure from THE BLACK SERIES. Featuring authentic detail and incredible articulation, this loyal crimson-clad guard is carefully designed to look like the iconic protector from STAR WARS: THE LAST JEDI. Includes heavy blade accessory. Available exclusively at Amazon."
"1700691592-143","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Commander Gree","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/commander-gree-343.php","Star Wars 6"" Black Series Commander Gree","/star-wars/images/thumbs/commander-gree-343.jpg","C$42.95","Star Wars 6"" Black Series Commander Gree 
Available Summer 2017 this exclusive 6 inch black series figure will only be available at Toys R Us. Commander Gree was featured in Revenge of the Sith. Gree received a message from Supreme Chancellor Palpatine declaring the execution of Order 66, the extermination of the Jedi. Gree was killed by Yoda while attempting to fulfill the order."
"1700691595-144","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Captain Rex","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/captain-rex-355.php","Star Wars 6"" Black Series Captain Rex","/star-wars/images/thumbs/captain-rex-355.jpg","C$159.96","Star Wars 6"" Black Series Captain Rex 
Captain Rex announced at 2017 San Diego Comic Con with plans to be sold by Forbidden Planet at HasCon. Rex will also be available at hasbroytoyshop.com on September 20, 2017. Featuring customized armor decos with distinctive blue markings inspired by the Star Wars: The Clone Wars series, this collector grade figure includes 28 points of articulation, four blasters, premium packaging, and a removable helmet revealing this fan-favorite character's incredibly sculpted face. This item will be an early release with exclusive packaging and accessories!"
"1700691597-145","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Battlefront II Inferno Squadron Agent","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/battlefront-ii-inferno-squadron-agent-347.php","Star Wars 6"" Black Series Battlefront II Inferno Squadron Agent","/star-wars/images/thumbs/battlefront-ii-inferno-squadron-agent-347.jpg","C$26.93","Star Wars 6"" Black Series Battlefront II Inferno Squadron Agent 
In the wake of the Death Star's destruction, the Empire created the Inferno Squad to ensure that Imperial secrets would remain safe. Pretend to fend off the REBELLION with this STAR WARS: THE BLACK SERIES 6-INCH INFERNO SQUADRON PILOT Figure from the all-new Star Wars: Battlefront II video game. Figure will be available exclusively at GameStop later this Fall."
"1700691599-146","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Imperial AT-ACT Driver","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/imperial-at-act-driver-282.php","Star Wars 6"" Black Series Imperial AT-ACT Driver","/star-wars/images/thumbs/imperial-at-act-driver-282.jpg","C$25.05","Star Wars 6"" Black Series Imperial AT-ACT Driver 
The AT-ACT Driver featured in Rogue One and exclusive to Target. The DPCI number is: 087-06-1115 and also is labeled Elephant Driver."
"1700691601-147","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Admiral Ackbar and First Order Officer","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/admiral-ackbar-and-first-order-officer-662.php","Star Wars 6"" Black Series Admiral Ackbar and First Order Officer","/star-wars/images/thumbs/admiral-ackbar-and-first-order-officer-662.jpg","C$28.93","Star Wars 6"" Black Series Admiral Ackbar and First Order Officer 
Admiral Ackbar is a veteran of the Clone Wars and the Galactic Civil War and has decades of experience in large scale combat operations. The First Order Officer, on the other hand, shows unwavering allegiance to Supreme Leader Snoke and leads massive armies in the drive to dominate the galaxy."
"1700691603-148","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Scarif Stormtrooper","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/scarif-stormtrooper-194.php","Star Wars 6"" Black Series Scarif Stormtrooper","/star-wars/images/thumbs/scarif-stormtrooper-194.jpg","C$28.87","Star Wars 6"" Black Series Scarif Stormtrooper 
Specialist stormtroopers stationed at the top secret Imperial military headquarters on Scarif, Shoretroopers patrol the beaches and bunkers of the planetary facility. This exclusive is only available at Walmart in the US."
"1700691605-149","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Rey Starkiller Base","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/rey-starkiller-base-61.php","Star Wars 6"" Black Series Rey Starkiller Base","/star-wars/images/thumbs/rey-starkiller-base-61.jpg","C$18.83","Star Wars 6"" Black Series Rey Starkiller Base 
This premium, collector quality Black Series Rey figure is incredibly detailed and brings to life Rey's most heroic moments on the Starkiller Base as a resilient survivor and scavenger toughened by a lifetime of dealing with the cutthroats of the harsh desert world of Jakku."
"1700691607-150","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Obi Wan Kenobi (SDCC)","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/obi-wan-kenobi-sdcc-138.php","Star Wars 6"" Black Series Obi Wan Kenobi (SDCC)","/star-wars/images/thumbs/obi-wan-kenobi-sdcc-138.jpg","null","Star Wars 6"" Black Series Obi Wan Kenobi (SDCC) 
Recreate the noble journey of the great Jedi Master with the highly collectible Black Series Obi-Wan Kenobi Pack. Featuring authentic, movie-accurate detail, this elite 6-inch scale Obi-Wan Kenobi figure comes equipped with Jedi robe, 2 lightsabers, an electronic light-up table, and Princess Leia hologram delivering a vital message."
"1700691610-151","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Kylo Ren Unmasked (SDCC)","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/kylo-ren-unmasked-sdcc-139.php","Star Wars 6"" Black Series Kylo Ren Unmasked (SDCC)","/star-wars/images/thumbs/kylo-ren-unmasked-sdcc-139.jpg","C$61.09","Star Wars 6"" Black Series Kylo Ren Unmasked (SDCC) 
A dark warrior strong with the Force, Kylo Ren commands First Order missions with a temper as fiery as his unconventional lightsaber. Outfitted with his iconically unusual lightsaber and hood.



Exclusive at SDCC 2016."
"1700691612-152","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Jyn Erso SDCC","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/jyn-erso-sdcc-144.php","Star Wars 6"" Black Series Jyn Erso SDCC","/star-wars/images/thumbs/jyn-erso-sdcc-144.jpg","C$47.32","Star Wars 6"" Black Series Jyn Erso SDCC 
Bring the action of the highly anticipated Rogue One: A Star Wars Story film to life with THE BLACK SERIES Jyn Erso Pack! A highly skilled soldier in the Rebel Alliance, Jyn Erso is an impetuous, defiant warrior eager to bring the battle to the Empire. This impressive 6-inch scale figure features extensive articulation and realistic character design."
"1700691614-153","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Jyn Erso Kmart","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/jyn-erso-kmart-152.php","Star Wars 6"" Black Series Jyn Erso Kmart","/star-wars/images/thumbs/jyn-erso-kmart-152.jpg","C$14.22","Star Wars 6"" Black Series Jyn Erso Kmart 
A highly skilled soldier in the Rebel Alliance, Jyn Erso is an impetuous, defiant warrior eager to bring the battle to the Empire. Jyn has little patience for debate within Alliance High Command, enough so that she takes matter into her own hands. This figure features premium detail and multiple points of articulation, and includes a display base to showcase the character in any Star Wars collection."
"1700691616-154","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Hovertank Pilot","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/hovertank-pilot-157.php","Star Wars 6"" Black Series Hovertank Pilot","/star-wars/images/thumbs/hovertank-pilot-157.jpg","C$23.25","Star Wars 6"" Black Series Hovertank Pilot 
Imperial combat drivers operate the Empire's arsenal of armored repulsor vehicles. Combat drivers are lightly armored, relying instead on the thick skin of their vehicles to protect them in battle."
"1700691618-155","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Droid 3 Pack","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/droid-3-pack-140.php","Star Wars 6"" Black Series Droid 3 Pack","/star-wars/images/thumbs/droid-3-pack-140.jpg","C$122.86","Star Wars 6"" Black Series Droid 3 Pack 
Relive the intense R2-F2, R5-K6, and R2-A3 from the Battle of Yavin in Star Wars: A New Hope. R2-F2 served as an astromech droid for Biggs Darklighter. R5-K6 was the R5-series astromech droid on the Red Leader X-Wing starfighter alongside Garven Dreis, leader of the elite Red Squadron. R2-A3 was an R2 series astromech droid who assisted Rebel Alliance pilot, Wedge Antilles, during the Battle of Yavin."
"1700691620-156","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Death Trooper, Captain Cassian, Jyn Erso 3 Pack","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/death-trooper-captain-cassian-jyn-erso-3-pack-193.php","Star Wars 6"" Black Series Death Trooper, Captain Cassian, Jyn Erso 3 Pack","/star-wars/images/thumbs/death-trooper-captain-cassian-jyn-erso-3-pack-193.jpg","C$39.53","Star Wars 6"" Black Series Death Trooper, Captain Cassian, Jyn Erso 3 Pack 
Star Wars: Rogue One is full of exciting characters and even more exciting battles! Imagine favorite characters from Star Wars: Rogue One embarking on exciting adventures with this Black Series Figure 3-pack featuring Captain Cassian Andor, Jyn Erso (Jedha), and an Imperial Death Trooper figure. The target DCPI is 087-06-5491"
"1700691623-157","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Clone Troopers EE 4 Pack","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/clone-troopers-ee-4-pack-196.php","Star Wars 6"" Black Series Clone Troopers EE 4 Pack","/star-wars/images/thumbs/clone-troopers-ee-4-pack-196.jpg","C$307.96","Star Wars 6"" Black Series Clone Troopers EE 4 Pack 
This exclusive four pack includes: 501st Legion Clone Trooper, 212th Attack Battalion Clone Trooper, 442nd Siege Battalion Clone Trooper and Shock Trooper."
"1700691625-158","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","C-3PO (ANH)","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/c-3po-anh-195.php","Star Wars 6"" Black Series C-3PO (ANH)","/star-wars/images/thumbs/c-3po-anh-195.jpg","C$29.74","Star Wars 6"" Black Series C-3PO (ANH) 
C-3PO is a droid programmed for etiquette and protocol, built by the heroic Jedi Anakin Skywalker, and a constant companion to astromech R2-D2. This exclusive features C-3PO with his traditional arm."
"1700691627-159","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Poe Dameron & Riot Control Stormtrooper","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/poe-dameron-riot-control-stormtrooper-68.php","Star Wars 6"" Black Series Poe Dameron & Riot Control Stormtrooper","/star-wars/images/thumbs/poe-dameron-riot-control-stormtrooper-68.jpg","C$21.99","Star Wars 6"" Black Series Poe Dameron & Riot Control Stormtrooper 
An ace pilot, Poe Dameron is a leader in the Resistance's fight against the evil First Order. He soars into battle behind the controls of a modern X-wing fighter. Armed with specialized weapons, the First Order's Riot Control Stormtroopers are trained to subdue crowds in the most ruthlessly efficient manner possible."
"1700691629-160","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Snowtrooper Officer","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/snowtrooper-officer-56.php","Star Wars 6"" Black Series Snowtrooper Officer","/star-wars/images/thumbs/snowtrooper-officer-56.jpg","C$23.08","Star Wars 6"" Black Series Snowtrooper Officer 
The latest generation of cold weather assault Stormtroopers, Snowtroopers wear advanced insulated armor and helmets that reduce the glare of icy terrain. The Snowtrooper Officer has a special red pauldron to denote his rank in the First Order"
"1700691631-161","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Imperial Shadow Squadron","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/imperial-shadow-squadron-65.php","Star Wars 6"" Black Series Imperial Shadow Squadron","/star-wars/images/thumbs/imperial-shadow-squadron-65.jpg","C$230.07","Star Wars 6"" Black Series Imperial Shadow Squadron 
The Shadow Squadron was an Imperial starfighter squadron that was formed after the fall of the Galactic Republic. Its ranks consisted of former valorous clone trooper pilots that had devolved into ruthless Imperial enforcers as the evil Galactic Empire was born. Shadow Squadron modified their speeder bikes to serve the Emperor's new and more sinister cause, being specially tasked to hunt down pro-Republic remnants after the Clone Wars."
"1700691633-162","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Kylo Ren Starkiller Base","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/kylo-ren-starkiller-base-55.php","Star Wars 6"" Black Series Kylo Ren Starkiller Base","/star-wars/images/thumbs/kylo-ren-starkiller-base-55.jpg","C$16.24","Star Wars 6"" Black Series Kylo Ren Starkiller Base 
A dark warrior strong with the Force, Kylo Ren commands First Order missions with a temper as fiery as his unconventional Lightsaber. Picture new moments of Kylo Ren's villainy with this detailed figure and 2 included accessories."
"1700691636-163","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","First Order Stormtrooper SDCC","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/first-order-stormtrooper-sdcc-53.php","Star Wars 6"" Black Series First Order Stormtrooper SDCC","/star-wars/images/thumbs/first-order-stormtrooper-sdcc-53.jpg","C$45.14","Star Wars 6"" Black Series First Order Stormtrooper SDCC 
The First Order stormtrooper in exclusive packaging from SDCC, featuring a booklet which details the changes in armor from the original clone trooper to the new First Order stormtrooper."
"1700691638-164","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Entertainment Earth 4 Pack","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/entertainment-earth-4-pack-60.php","Star Wars 6"" Black Series Entertainment Earth 4 Pack","/star-wars/images/thumbs/entertainment-earth-4-pack-60.jpg","C$94.15","Star Wars 6"" Black Series Entertainment Earth 4 Pack 
This set includes Crimson Stormtrooper, Sandtrooper Sergeant, TIE pilot Lt. Oxixo, and black droid R2-Q5"
"1700691640-165","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Darth Vader Emperor's Wrath","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/darth-vader-emperors-wrath-57.php","Star Wars 6"" Black Series Darth Vader Emperor's Wrath","/star-wars/images/thumbs/darth-vader-emperors-wrath-57.jpg","C$29.19","Star Wars 6"" Black Series Darth Vader Emperor's Wrath 
Unable to watch his son Luke Skywalker die at the hands of the Emperor, Darth Vader received a lethal blast of Force lightning as he hurled his master to his doom."
"1700691642-166","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Chewbacca Prototype Set (Hasbro Employee Gift)","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/chewbacca-prototype-set-hasbro-employee-gift-7337.php","Star Wars 6"" Black Series Chewbacca Prototype Set (Hasbro Employee Gift)","/star-wars/images/thumbs/chewbacca-prototype-set-hasbro-employee-gift-7337.jpg","null","Star Wars 6"" Black Series Chewbacca Prototype Set (Hasbro Employee Gift) 
On behalf of Hasbro and the entire Star Wars galaxy, please accept this gift as a small token of thanks for your extraordinary efforts in delivering Hasbro's 2015 Star Wars toy and game product line! You have truly proven yourself as a valued member of a special alliance... a team of adventurous and courageous rebels who seized the opportunity to bring the Force to millions of Star Wars fans across the galaxy. Your talent and perseverance has made the difference throughout this challenging mission and will create lasting memories for many people for years to come. Chewbacca is the quintessential partner. He's alwavs there for his friends and will join any battle with courage and confidence. You have all brought Chewie's spirit to your roles. For that, your teammates will be forever grateful! This Limited Edition Chewbacca Set celebrates this team spirit and is symbolic of the journey that we have taken in delivering this special line.



May the Force be with you!



LE to 400 units given to Hasbro Employees."
"1700691644-167","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Battlefront Shock Trooper","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/battlefront-shock-trooper-58.php","Star Wars 6"" Black Series Battlefront Shock Trooper","/star-wars/images/thumbs/battlefront-shock-trooper-58.jpg","C$37.75","Star Wars 6"" Black Series Battlefront Shock Trooper 
The Shock Troopers serve as the elite front line forces and as the bodyguards to the Emperor. In Oct 2019 this figure was made available through all fan channels and is not exclusive to Walmart any longer."
"1700691646-168","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Amazon Stormtrooper 4 pack","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/amazon-stormtrooper-4-pack-59.php","Star Wars 6"" Black Series Amazon Stormtrooper 4 pack","/star-wars/images/thumbs/amazon-stormtrooper-4-pack-59.jpg","C$115.02","Star Wars 6"" Black Series Amazon Stormtrooper 4 pack 
Born from the remnants of the Empire, the First Order emerged as a power to be reckoned with in the years following the battle of Endor. The First Order constructed massive fleets of next generation Star Destroyers and TIE Fighters, and bolstered surviving Stormtrooper legions with fresh recruits and powerful new weapons."
"1700691648-169","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Walmart Mexico 4 Pack","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/walmart-mexico-4-pack-199.php","Star Wars 6"" Black Series Walmart Mexico 4 Pack","/star-wars/images/thumbs/walmart-mexico-4-pack-199.jpg","C$565.25","Star Wars 6"" Black Series Walmart Mexico 4 Pack 
This exclusive four pack, that was only available in Walmart Mexico, includes: Leia, Han Solo, Greedo and Boba Fett."
"1700691650-170","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Jabba Hutt SDCC","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/jabba-hutt-sdcc-52.php","Star Wars 6"" Black Series Jabba Hutt SDCC","/star-wars/images/thumbs/jabba-hutt-sdcc-52.jpg","C$208.27","Star Wars 6"" Black Series Jabba Hutt SDCC 
2014 SDCC Black Series Jabba the Hutt. This 6-inch figure also comes complete with a hookah and his cackling, diminutive sidekick Salacious Crumb. The box features some Huttese - and what looks like enough room to place last year's Comic-Con exclusive Black Series Han Solo in Carbonite."
"1700691653-171","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Boba Fett Prototype","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/boba-fett-prototype-54.php","Star Wars 6"" Black Series Boba Fett Prototype","/star-wars/images/thumbs/boba-fett-prototype-54.jpg","C$34.86","Star Wars 6"" Black Series Boba Fett Prototype 
Before he put on the familiar Mandalorian armor from the Star Wars saga, this notorious bounty hunter was initially envisioned as a super trooper in all-white armor. This special figure captures the beginning of a character that has become a legend who is both respected and feared across the galaxy. This exclusive to Walgreens was shipped to stores with a special display that held 8 figures."
"1700691655-172","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Cantina Showdown","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/cantina-showdown-63.php","Star Wars 6"" Black Series Cantina Showdown","/star-wars/images/thumbs/cantina-showdown-63.jpg","C$106.53","Star Wars 6"" Black Series Cantina Showdown 
Han Solo and Greedo face off in the Mos Eisley cantina. Han has been dodging the bounty hunter for a long time, but at last Greedo has tracked him down. They sit down at a table to talk, both wary and ready for trouble. And then -- blaster fire. The patrons and house band are silent for a moment before resuming their conversations and music. After all, it happens all the time in this remote corner of the lawless Outer Rim."
"1700691657-173","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Boba Fett and Han Carbonite","https://www.actionfigure411.com/star-wars/6-black-series/exclusives/boba-fett-and-han-carbonite-51.php","Star Wars 6"" Black Series Boba Fett and Han Carbonite","/star-wars/images/thumbs/boba-fett-and-han-carbonite-51.jpg","C$253.49","Star Wars 6"" Black Series Boba Fett and Han Carbonite 
2013 SDCC Black Series Han Solo and Carbonite. Includes 6"" bounty hunter Boba Fett and Han Solo cast in carbonite. Rarer versions of this item come sealed in clear plastic."
"1700691659-174","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","SCAR Trooper Mic (Comic)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/scar-trooper-mic-comic-5505.php","Star Wars 6"" Black Series SCAR Trooper Mic (Comic)","/star-wars/images/thumbs/scar-trooper-mic-comic-5505.jpg","C$32.97","Star Wars 6"" Black Series SCAR Trooper Mic (Comic) 
SCAR Trooper Mic is part of a Special Commando Advanced Recon team called Scar Squadron, a tight-knit group accustomed to operating on its own in the most hostile environments. 6-inch scale action figure includes blaster accessory."
"1700691661-175","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Mara Jade (Comic)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/mara-jade-comic-5507.php","Star Wars 6"" Black Series Mara Jade (Comic)","/star-wars/images/thumbs/mara-jade-comic-5507.jpg","C$46.93","Star Wars 6"" Black Series Mara Jade (Comic) 
Mara Jade was once Emperor Palpatine's Hand, his most-trusted assassin. Five years later and now a successful smuggler, the last thing Mara expected was to stumble upon her former arch-enemy: Luke Skywalker. Bring home one of the most popular new Star Wars characters of 1991 with this awesome release! Inspired by the Dark Force Rising comic adaptation, Mara.



Includes blaster and lightsaber accessory."
"1700691663-176","https://www.actionfigure411.com/star-wars/black-series-price-guide.php","Doctor Aphra (Comic)","https://www.actionfigure411.com/star-wars/6-black-series/50th-anniversary/doctor-aphra-comic-5506.php","Star Wars 6"" Black Series Doctor Aphra (Comic)","/star-wars/images/thumbs/doctor-aphra-comic-5506.jpg","C$28.42","Star Wars 6"" Black Series Doctor Aphra (Comic) 
Unpredictable rogue archaeologist Doctor Chelli Lona Aphra is one of the galaxy's most daring treasure hunters. Among her misadventures, she’s been recruited by Darth Vader, joined forces with Luke Skywalker, and kidnapped Hera Syndulla. But despite questionable morals and equally bad judgement, her luck hasn’t run out yet.



Includes blaster accessory and wears a swell coat."
